genome,M304075,M304091,M304067,M304109,M304070,M304087,M304078,M304092,M304072,M304098,M304088,M304104,M304085,M304094,M304097,M304077,M304112,M304082,M304089,M304074,M304102,M304066,M304084,M304083,M304081,M304093,M304111,M304108,M304080,M304110,M304096,M304103,M304073,M304095,M304068,M304099,M304105,M304106,M304107,M304100,M304069,M304079
D300242:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300242:bin_000002,0,29.085,64.596,89.475,77.45,181.886,17.833,0,0,89.152,62.81,124.131,7.071,38.546,0,36.192,54.823,1.898,15.02,2.994,1.494,0,31.147,35.886,0,73.113,108.003,53.883,17.15,37.195,25.709,0,90.777,18.593,77.881,63.114,22.476,104.978,58.82,111.06,44.418,58.718
D300242:bin_000003,0,4.879,61.637,22.737,20.588,61.12,8.135,0,0,13.38,21.657,53.587,14.88,6.367,0,7.772,8.675,0,6.623,2.567,0,0,5.678,6.916,0,74.792,22.212,77.464,12.054,6.741,53.082,0,29.326,24.432,57.079,50.395,4.445,59.281,48.487,51.159,8.769,10.865
D300242:bin_000023,0,3.382,11.136,26.984,20.834,44.36,2.584,0,0,12.222,16.46,16.758,4.607,6.438,0,8.467,16.178,1.541,2.393,0,0,0,6.36,6.157,0,22.884,27.647,11.074,3.22,8.905,5.225,0,22.441,5.687,19.321,16.985,5.4,24.92,11.234,28.026,14.625,10.576
D300242:bin_000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300243:bin_000004,0,3.689,10.212,12.177,6.87,27.463,4.315,0,0,10.759,11.829,8.765,6.986,5.271,0,5.625,11.222,0,1.798,0,0,0,4.72,3.089,0,11.521,12.608,7.411,4.033,4.603,3.796,0,11.979,1.913,8.183,7.501,3.847,7.061,5.873,14.022,3.234,7.029
D300243:bin_000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0
D300243:bin_000041,0,3.901,7.214,8.298,10.225,21.229,3.031,0,0,15.43,7.809,13.034,3.217,3.957,0,2.544,6.831,0,0,0,0,0,0,1.791,0,10.051,9.557,6.182,1.918,2.913,6.62,0,14.009,1.764,8.278,10.583,4.677,8.267,8.041,11.796,8.346,18.938
D300243:bin_000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300244:bin_000018,0,0,2.822,6.17,3.343,10.377,0,0,0,2.382,4.917,6.072,0,4.79,0,0,5.472,0,0,0,0,0,1.446,1.977,0,9.159,5.866,3.316,0,3.935,2.419,0,3.848,0,6.071,4.388,1.557,7.438,3.082,5.94,3.969,1.99
D300244:bin_000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300244:bin_000028,0,0,15.778,8.629,8.283,26.169,0,0,0,2.199,9.8,17.144,1.744,4.33,0,2.349,8.367,0,1.491,0,0,0,1.412,3.767,0,9.073,11.452,9.877,2.577,3.275,8.373,0,7.676,4.65,13.15,13.008,0,15.141,5.037,10.845,3.207,1.937
D300245:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300245:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300245:bin_000018,0,0,0,0,0,0,0,0,0,1.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300245:bin_000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300245:bin_000045,0,54.15,115.983,152.036,167.63,248.95,43.886,0,2.734,133.223,89.775,207.98,23.567,77.939,6.758,48.896,83.77,2.365,19.031,4.793,3.214,0,44.027,41.409,0,149.692,180.198,141.348,25.776,71.947,80.266,0,135.994,36.961,177.192,122.641,39.314,175.635,93.8,184.79,104.754,73.608
D300246:bin_000002,0,2.113,9.874,15.533,12.86,17.209,2.465,0,0,8.222,7.355,22.313,4.744,7.981,0,3.876,13.134,0,0,0,0,0,1.427,3.994,0,18.256,25.731,7.852,1.677,8.269,5.435,0,18.503,5.675,10.383,8.521,3.342,14.41,5.563,8.599,24.025,11.996
D300246:bin_000010,0,0,1.583,5.123,2.159,6.022,0,0,0,3.577,3.123,3.859,0,0,0,0,3.543,0,0,0,0,0,0,2.429,0,2.254,8.699,5.095,0,3.646,0,0,4.145,0,3.377,3.097,0,4.356,1.47,6.375,0,2.174
D300246:bin_000011,0,6.795,44.621,49.024,29.259,109.334,13.827,0,0,26.494,39.315,62.1,4.21,12.835,0,17.046,33.839,4.056,5.877,0,0,0,10.235,26.541,0,34.225,48.112,37.877,13.435,20.817,22.157,0,41.39,9.568,32.25,43.82,6.165,47.305,27.176,51.838,22.164,22.946
D300246:bin_000018,0,0,1.606,5.721,4.26,11.595,0,0,0,2.522,4.252,4.944,0,0,0,0,5.499,0,0,0,0,0,0,3.239,0,3.738,7.117,2.503,0,1.981,0,0,5.862,0,1.912,5.654,0,7.459,0,8.627,1.88,3.093
D300246:bin_000044,0,4.88,20.584,21.367,22.559,38.875,6.964,0,0,21.339,13.135,19.841,3.691,11.291,0,6.946,14.402,0,2.356,0,0,0,6.278,5.195,0,31.134,33.941,13.491,3.344,9.186,12.777,0,20.269,6.385,18.873,23.382,4.935,24.703,21.171,36.675,7.955,16.257
D300246:bin_000052,0,4.095,4.353,3.64,4.388,7.162,2.089,0,0,5.171,2.527,7.244,1.4,1.815,0,1.494,2.818,0,0,0,0,0,0,0,0,6.49,5.241,2.893,0,2.952,3.036,0,16.459,0,3.793,5.335,1.581,6.171,3.375,5.407,79.151,5.554
D300247:bin_000006,0,8.519,16.864,43.578,21.79,33.783,7.345,0,0,18.731,17.353,29.297,2.787,10.362,0,9.514,28.79,0,2.043,0,0,0,3.421,5.525,0,22.523,51.79,24.28,4.576,17.89,16.833,0,30.799,7.356,32.845,17.434,7.555,34.254,13.592,40.988,22.392,18.106
D300248:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300248:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300248:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300248:bin_000023,0,0,2.86,0,5.104,4.538,0,0,0,5.041,0,4.36,2.303,0,0,0,1.398,0,0,0,0,0,0,0,0,2.942,1.79,0,0,0,0,0,6.953,0,2.921,2.669,0,2.037,0,3.286,21.03,4.872
D300248:bin_000024,0,35.811,80.674,151.106,114.298,252.459,27.024,0,0,143.07,104.604,202.584,7.608,38.298,1.792,62.079,105.631,2.638,18.803,4.205,2.031,0,38.177,55.882,0,115.146,170.497,103.871,27.077,52.806,31.581,0,136.564,27.497,107.187,109.212,35.61,242.936,68.913,189.54,67.103,122.201
D300249:bin_000005,0,29.586,91.371,121.48,114.648,210.948,28.201,0,0,90.1,85.646,135.856,20.207,55.626,1.543,47.845,91.72,0,13.529,2.759,0,0,22.593,31.843,0,123.256,130.808,63.791,21.832,41.787,54.301,0,118.078,31.414,120.316,95.462,28.298,108.289,64.211,138.097,54.863,77.683
D300249:bin_000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000024,0,7.591,7.351,19.911,21.032,29.371,2.935,0,0,16.017,19.668,32.724,6.22,12.017,0,5.156,21.306,0,2.317,0,0,0,4.188,3.556,0,25.26,17.076,8.061,4.488,7.951,5.402,0,17.909,5.511,16.686,18.719,5.022,36.463,11.948,19.27,6.192,24.506
D300251:bin_000015,0,0,4.117,2.965,4.589,9.775,1.608,0,0,2.784,2.812,4.842,0,2.266,0,0,3.029,0,0,0,0,0,1.949,0,0,4.402,4.263,5.963,0,0,1.902,0,4.193,0,2.834,5.046,0,4.461,2.527,6.916,1.767,2.63
D300251:bin_000040,0,0,4.547,12.023,7.723,22.222,1.399,0,0,7.967,6.713,15.326,1.881,5.338,0,3.036,6.489,0,1.522,0,0,0,2.989,4.792,0,10.581,11.959,3.687,2.347,4.96,2.086,0,12.26,0,11.692,6.456,0,10.337,3.957,10.511,2.898,3.975
D300252:bin_000001,0,2.512,29.233,42.675,15.087,91.497,2.977,0,0,23.585,29.117,57.956,10.329,10.85,0,13.429,26.123,0,5.639,0,0,0,10.023,17.596,0,24.144,39.207,17.633,8.504,14.728,8.848,0,34.406,6.685,39.39,35.861,9.263,45.635,12.567,31.212,14.133,15.468
