genome,M301803,M301773,M301801,M301774,M301770,M301795,M301762,M301783,M301789,M301764,M301798,M301788,M301805,M301771,M301778,M301776,M301775,M301791,M301804,M301779,M301793,M301785,M301800,M301781,M301796,M301794,M301808,M301809,M301768,M301787,M301792,M301767,M301763,M301769,M301807,M301799,M301780,M301782,M301777,M301802,M301765,M301790
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,1.113,1.14,2.19,0,0.858,0,0,1.031,1.457,0.764,1.502,1.715,1.041,0.757,0.928,1.488,0.886,0.886,1.076,0.734,0.874,1.098,1.342,1.536,0.907,1.139,1.828,1.12,0,0.994,0.777,1.336,0,0,0.84,0,0.702,0.744,2.164,0.684,1.189,1.309
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,2.984,6.745,0,2.36,2.17,4.483,0,5.983,0,4.626,4.551,4.145,0,4.302,5.974,2.787,3.472,3.545,2.665,3.597,3.788,6.024,5.297,3.514,0,5.198,5.4,0,3.054,3.583,0,2.511,2.438,2.522,0,0,0,3.959,5.006,0,4.577
D300443:bin_000002,3.285,3.758,7.149,1.113,2.796,1.678,5.984,5.401,8.121,2.662,4.95,4.953,4.364,2.43,4.277,5.378,3.102,3.987,2.918,3.484,4.356,4.264,5.935,3.355,3.622,3.029,6.532,5.289,1.716,1.687,4.565,3.377,4.051,2.751,1.51,1.307,3.747,4.395,4.221,4.248,3.996,5.043
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1.244,0,0,0.811,0,0,0,1.263,0,0,0,1.078,0,0,0,0.993,0,0,0,0,0,0,0,0,0.883,0,0.885
D300444:bin_000010,10.213,9.42,24.969,3.715,9.255,7.29,13.433,13.672,17.905,9.584,17.655,15.909,16.554,7.804,12.189,28.05,11.291,26.672,11.62,9.549,11.388,12.564,22.266,16.193,12.584,13.593,16.1,15.497,6.719,9.458,12.807,13.876,9.069,7.555,8.667,7.58,8.482,11.536,15.01,17.385,15.103,16.229
D300452:bin_000016,7.331,10.395,16.416,1.961,4.658,4.782,9.388,12.756,14.939,6.585,13.867,8.818,15.31,5.284,17.235,16.055,5.173,11.388,13.498,6.449,7.904,11.05,15.089,21.542,8.095,10.549,16.251,13.484,5.099,8.425,7.096,12.062,8.73,6.865,6.763,3.794,6.253,8.936,11.157,15.536,11.443,13.423
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,1.194,0,1.242,0,0,0,0.92,0.82,0,0,0.859,1.542,0.806,0,0.795,1.318,0,0.858,1.124,0,0,0,1.096,0.965,0,0,0.808,0.764,0,0.783,0,0.744,0,0,0,0,0,0,1.014,0.855,0,0.911
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,1.942,0,2.56,0,1.309,0,1.535,1.281,1.841,2.733,1.453,1.617,1.691,1.243,0,2.237,0,2.204,0,0,1.689,0,1.447,2.377,1.992,0,1.73,0,0.901,0.939,1.351,2.314,0,0,0,1.229,0,1.38,0,1.229,0,1.699
D300479:bin_000005,1.562,1.325,1.893,0,0.771,0,1.659,2.125,3.073,0.632,1.797,1.926,1.55,0.912,1.911,2.111,1.507,1.374,1.274,0.978,1.131,1.513,1.849,2.071,1.544,1.027,1.961,1.944,0.682,1.381,1.682,1.03,1.168,1.05,0,0.814,1.034,1.051,2.254,2.07,1.981,1.804
D300481:bin_000002,5.945,4.918,16.519,1.597,6.17,4.053,7.509,6.759,12.043,4.908,8.947,7.513,8.668,3.905,6.582,9.055,4.813,6.963,7.311,6.594,6.708,4.872,11.588,9.023,5.213,4.325,10.036,8.159,3.821,5.473,5.543,7.855,2.774,3.743,4.542,3.58,5.739,4.703,6.778,8.044,10.368,12.242
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,10.469,7.144,20.282,2.671,7.992,5.164,9.303,10.402,15.676,6.648,14.737,12.186,13.586,6.519,9.822,14.817,8.481,8.781,9.048,9.092,11.125,5.768,14.621,10.31,8.399,7.972,14.104,13.395,6.435,8.302,8.341,9.649,5.822,6.435,6.81,4.977,6.419,6.353,10.072,13.237,14.29,15.525
D300493:bin_000002,29.983,28.49,74.278,7.402,26.647,21.138,44.217,42.01,65.288,25.207,51.991,50.527,36.138,18.968,33.399,59.208,34.133,36.756,49.177,27.842,40.564,26.479,55.277,43.325,35.939,31.396,51.273,48.985,23.035,31.399,37.398,40.478,26.61,24.558,23.743,22.203,28.25,33.263,51.897,49.826,53.202,54.056
