genome,M302172,M302155,M302186,M302182,M302193,M302149,M302160,M302165,M302190,M302153,M302183,M302173,M302191,M302162,M302185,M302154,M302152,M302189,M302167,M302171,M302170,M302151,M302177,M302157,M302164,M302175,M302159,M302169,M302179,M302178,M302150,M302187,M302158,M302156,M302176,M302184,M302146,M302188,M302168,M302181,M302166,M302148
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,1.803,0,0,3.175,1.26,0,0,0,1.448,1.653,0,0,0,0,0,0,0,0,3.724,0,0,0,0,0,0,0,0,0,0,1.994,0,0,2.063,0,0,1.85,1.181,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.804,0,0,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,21.755,31.754,11.917,10.548,23.561,25.992,28.974,55.611,20.15,24.603,15.566,0,25.154,24.391,0,0,30.193,24.288,14.331,16.162,18.034,21.358,54.509,17.431,29.752,0,26.593,29.032,22.352,17.592,9.577,0,4.752,50.015,34.471,2.757,40.166,16.44,27.563,30.362,31.008,29.064
D300443:bin_000003,1.84,2.991,0.921,0,1.889,1.76,2.224,3.673,1.104,4.872,0,0,1.931,3.591,0,0,1.533,3.382,0,1.046,1.083,1.206,3.994,1.215,2.312,0,2.134,1.19,3.654,1.633,1.501,0,0,4.45,2.782,0,2.46,1.531,2.43,2.412,2.136,3.496
D300444:bin_000010,5.146,7.807,2.383,1.62,4.706,5.505,5.978,9.924,2.324,6.311,3.176,0,5.209,4.425,0,0,4.762,6.37,2.487,3.941,2.294,4.096,11.172,4.396,5.368,0,4.678,3.571,4.449,5.249,2.653,0,0.64,8.891,8.189,0,5.774,4.717,3.673,4.181,5.819,7.338
D300452:bin_000016,9.749,14.195,6.542,3.659,9.163,11.602,13.629,19.93,6.271,13.155,6.956,0,10.46,9.096,0,0,11.333,11.842,6.736,7.701,9.267,11.882,20.707,6.826,9.578,0,9.377,8.778,9.11,7.829,3.563,0,2.058,19.145,13.841,2.548,12.978,11.208,10.343,10.435,12.494,11.154
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,39.487,79.738,33.999,19.208,102.924,70.576,80.695,123.253,19.15,63.886,47.903,0,102.54,61.35,1.117,0,94.103,35.1,44.591,22.681,48.913,55.79,150.916,79.58,77.01,0,84.828,56.679,53.536,59.14,24.851,0,18.177,126.378,52.626,9.425,81.153,47.665,127.65,89.649,69.168,50.786
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,7.964,10.955,3.67,3.45,11.705,8.049,8.777,12.633,7.898,18.438,2.907,0,13.963,10.968,0,0,11.327,9.259,10.592,4.751,4.727,5.786,17.605,3.803,7.821,0,5.905,6.205,8.702,5.167,3.505,0,1.179,16.696,10.097,1.416,8.276,8.468,7.781,7.298,8.236,14.987
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,2.246,4.009,0.923,0.89,2.678,2.235,2.586,5.387,1.725,3.317,1.77,0,3.324,2.348,0,0,3.45,4.264,2.109,1.443,2.079,3.985,5.067,1.305,4.052,0,1.056,2.345,7.265,2.933,1.283,0,0,6.143,4.267,0,4.29,2.745,3.162,2.209,3.978,3.187
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,13.927,21.252,6.399,5.086,11.646,16.039,20.338,25.409,6.687,19.841,8.517,0,15.597,13.796,0,0,15.428,12.354,7.781,9.516,8.409,22.474,29.326,9.583,12.806,0,14.524,10.284,12.431,8.464,5.582,0,3.623,27.609,17.853,4.631,19.071,10.026,13.953,14.019,14.175,21.354
D300492:bin_000003,22.107,28.108,8.539,6.185,16.843,22.9,21.835,42.634,13.906,15.923,9.999,0,16.498,17.87,0,0,19.469,19.3,10.374,13.154,10.077,14.27,33.07,16.842,21.476,0,14.85,12.832,23.47,17.296,12.699,0,3.008,42.047,28.613,5.568,21.673,22.97,21.632,25.112,23.2,22.398
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
