genome,M302990,M302968,M302993,M302977,M302979,M302970,M302983,M302988,M302999,M302967,M302997,M302981,M303009,M302995,M302994,M302992,M302963,M303000,M303007,M303005,M302998,M302978,M302964,M302976,M302986,M302991,M302966,M302973,M302974,M303006,M303008,M303004,M302962,M303001,M302982,M302984,M302972,M303002,M302980,M302971,M302969,M302989
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,4.238,2.338,5.416,2.807,0,4.808,0,3.79,2.28,3.53,1.891,4.557,5.456,3.805,3.234,2.761,0,0,2.552,1.855,1.812,2.64,2.698,1.974,3.5,5.631,1.794,6.581,0,0,2.672,5.702,1.942,2.082,0,1.796,4.072,5.53,6.045,3.782,0,3.599
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,17.1,7.963,37.987,20.569,12.679,34.065,0,17.167,18.908,22.071,14.714,31.042,25.458,14.958,19.888,17.749,0,8.674,15.266,7.866,17.746,22.534,15.923,10.531,27.932,26.568,15.739,34.678,0,7.639,23.244,32.635,16.005,9.758,12.937,16.662,21.402,42.571,29.885,26.504,12.052,33.737
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,17.456,14.564,40.041,24.682,9.208,27.387,0,19.64,16.165,19.22,14.537,39.701,25.151,16.063,16.12,19.346,0,12.25,17.945,11.867,13.817,22.733,16.317,17.777,30.685,36.378,15.913,35.085,0,9.884,24.005,29.782,16.344,9.701,11.649,17.389,23.153,38.863,30.423,22.822,12.039,25.982
D300452:bin_000016,18.52,15.592,34.821,18.919,11.741,27.986,0,16.978,15.415,23.5,14.242,36.078,28.018,16.133,18.194,14.939,0,9.209,18.5,9.23,14.737,27.084,17.173,14.121,29.23,35.015,15.107,33.728,0,8.511,23.018,31.087,17.674,8.786,12.109,14.646,19.506,35.765,30.777,23.346,12.225,28.678
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,214.254,176.913,469.625,251.032,179.395,399.43,4.741,226.423,216.131,264.116,169.563,410.566,272.708,220.369,202.683,212.574,0,143.909,194.203,90.564,196.097,255.598,191.452,182.927,337.099,401.703,174.858,452.239,0,86.896,293.723,435.553,207.81,102.623,138.486,207.987,279.81,481.549,353.306,349.102,187.742,319.422
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,99.827,85.081,185.892,105.533,78.65,188.331,1.76,98.118,100.144,131.48,94.283,188.264,135.85,102.398,112.017,105.812,0,70.395,112.184,49.213,72.148,128.12,90.194,79.118,137.799,160.467,82.421,225.13,0,46.059,123.123,210.076,85.387,57.013,63.41,85.241,120.931,219.013,166.802,164.941,72.218,141.799
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,158.535,141.733,283.539,153.785,114.501,271.612,2.181,148.563,156.672,186.181,119.157,280.182,227.297,145.094,151.88,145.704,0,96.649,165.864,75.134,107.636,179.322,128.579,135.281,237.455,299.868,113.231,332.162,0,68.524,216.293,311.334,125.666,75.083,89.417,127.744,188.973,332.31,279.022,213.302,129.637,220.418
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300506:bin_000004,62.336,47.894,147.015,80.227,53.284,131.7,4.566,82.387,75.606,84.727,64.998,137.39,119.26,67.056,75.407,67.07,0,48.792,64.08,28.7,50.885,78.387,61.339,50.155,125.054,144.559,63.15,139.346,0,37.612,86.682,140.315,72.143,38.751,53.626,61.961,87.343,158.741,130.073,111.424,63.799,108.185
