genome,M301932,M301942,M301915,M301920,M301921,M301945,M301911,M301939,M301937,M301934,M301925,M301910,M301907,M301935,M301940,M301938,M301922,M301919,M301918,M301947,M301916,M301909,M301924,M301941,M301927,M301917,M301930,M301931,M301913,M301953,M301912,M301946,M301943,M301936,M301926,M301928,M301952,M301906,M301950,M301948,M301951,M301923
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,3.435,2.611,2.444,2.917,2.331,1.004,5.91,0,0,3.384,2.621,1.471,3.194,1.3,2.419,0,1.256,0,3.864,1.013,1.27,1.947,0,0,0,2.214,2.341,2.525,4.076,1.035,3.861,1.356,3.254,0.911,1.644,1.125,0,2.285,3.54,2.277,2.287
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,1.321,1.618,5.178,4.636,3.133,4.558,2.588,10.645,0,0,5.921,2.804,2.132,4.334,2.77,4.174,0,1.239,1.449,4.956,1.531,2.219,3.627,0,0,0,3.49,2.168,3.052,5.47,2.872,10.486,2.621,3.994,1.066,2.168,3.759,0,4.002,5.144,5.343,4.683
D300443:bin_000003,2.036,7.814,8.024,7.723,5.348,6.673,4.429,10.805,0,0,9.453,2.537,3.068,6.057,3.231,5.993,0,2.872,3.05,10.215,2.919,4.221,6.928,0,0,0,6.445,5.137,7.414,9.158,4.456,11.429,3.291,7.375,2.676,4.401,4.438,3.129,3.409,6.977,5.768,6.484
D300444:bin_000010,0.799,2.717,2.639,2.965,2.013,2.904,1.945,4.465,0,0,3.114,1.091,1.534,2.661,1.607,2.651,0,1.004,1.598,3.178,1.256,1.974,2.192,0,0,0,1.665,2.111,2.033,3.886,1.604,2.997,0,2.907,1.446,1.527,2.689,0.77,1.534,2.18,3.099,3.204
D300452:bin_000016,2.982,10.038,11.221,10.956,8.516,11.584,6.83,14.322,0,0,13.954,4.98,4.804,8.43,8.223,7.571,0,4.27,4.456,14.55,5.034,7.473,8.433,0,0,0,8.194,7.801,8.989,14.66,6.309,14.426,5.25,13.121,3.367,5.86,6.965,2.769,6.908,9.586,8.998,8.688
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,11.45,2.987,2.459,2.502,1.736,1.404,4.234,0,0,4.742,0,1.053,2.363,1.377,2.139,0,0.934,0.914,3.511,0,1.736,2.435,0,0,0,1.308,1.897,2.215,16.858,2.794,4.784,0.785,3.139,4.508,1.313,1.138,0.959,1.695,2.448,1.524,2.161
D300474:bin_000012,7.763,4.281,15.508,11.211,6.285,7.661,6.826,14.502,0,0,25.138,5.701,4.433,5.678,5.778,11.283,0,4.265,5.939,13.089,11.143,3.548,12.147,0,0,0,16.249,13.475,4.61,25.22,4.855,27.331,8.615,20.406,5.991,7.728,2.025,6.058,5.184,6.809,36.694,19.842
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0.858,0,2.696,2.343,0,1.598,2.078,3.181,0,0,4.164,1.253,1.388,2.715,1.737,1.478,0,0.99,1.479,2.545,0,2.684,1.242,0,0,0,1.629,2.008,2.275,5.495,0,4.254,1.549,1.55,0,2.614,1.939,0,1.701,2.628,3.084,2.265
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,1.643,6.765,5.485,5.578,4.427,5.142,2.833,9.595,0,0,7.721,5.034,2.868,6.212,4.253,4.434,0,3.02,1.902,5.199,1.968,2.485,5.432,0,0,0,4.978,3.971,3.586,8.358,2.684,9.92,2.815,7.485,2.23,3.549,2.598,1.427,5.392,3.816,5.192,5.357
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,6.157,20.095,27.459,26.866,17.955,28.028,18.057,44.342,0,0,33.064,18.931,11.11,24.057,17.903,22.409,0,10.792,9.457,34.149,8.635,15.827,21.495,0,0,0,21.114,21.297,22.8,40.428,14.917,42.536,15.49,33.642,11.826,13.536,19.146,10.984,23.863,24.568,21.747,22.622
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
