genome,M302505,M302508,M302516,M302526,M302482,M302503,M302498,M302525,M302506,M302529,M302492,M302513,M302521,M302489,M302520,M302504,M302517,M302514,M302499,M302495,M302491,M302494,M302523,M302483,M302488,M302507,M302510,M302522,M302487,M302485,M302518,M302502,M302519,M302493,M302490,M302524,M302512,M302509,M302501,M302484,M302496,M302527
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,14.078,6.362,1.678,5.283,6.359,10.056,10.181,12.404,0,15.721,5.228,6.882,5.877,8.916,7.161,1.303,3.292,1.947,8.897,6.349,9.914,8.909,8.928,12.93,7.691,8.025,7.469,3.699,3.206,11.319,4.137,4.29,14.993,5.204,4.551,3.461,6.229,7.767,9.467,23.283,0,6.458
D300442:bin_000001,2.74,1.566,0,0.998,3.205,1.387,2.977,2.9,0,4.367,1.404,3.233,1.377,3.427,1.147,0,2.05,1.028,2.411,1.771,2.167,1.344,1.969,2.974,1.603,1.089,3.001,0.904,0,1.534,1.001,0.834,2.475,1.182,2.278,0,2.005,2.551,1.305,5.283,0,1.797
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,41.704,18.933,4.479,17.079,16.942,31.905,24.86,35.694,0,48.886,13.598,16.46,17.109,27.141,21.933,3.819,8.641,6.395,30.184,20.913,27.584,25.584,30.472,40.593,24.013,23.08,24.983,11.104,9.242,38.047,14.067,13.156,41.779,17.145,14.35,9.097,16.995,22.876,30.696,73.517,0,18.461
D300452:bin_000016,86.283,37.557,9.842,32.947,35.144,66.069,53.837,71.377,0,100.372,27.518,32.85,34.136,53.136,42.662,7.56,16.825,12.603,65.011,41.142,51.188,48.065,59.99,77.012,44.751,45.056,48.444,22.967,16.109,82.009,29.038,27.717,89.417,34.436,25.465,18.535,33.53,47.614,60.01,143.821,0,37.614
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,6.191,3.935,0.753,3.656,4.046,4.949,6.224,7.842,0,9.882,2.885,3.36,5.137,4.748,5.448,1.802,1.481,0,7.633,4.1,5.508,6.473,8.062,9.418,4.153,5.81,5.612,2.873,2.851,7.931,3.713,3.015,10.819,5.937,3.377,2.516,5.342,4.407,7.912,13.54,0,3.622
D300479:bin_000005,15.584,7.964,1.839,6.689,6.584,11.52,11.712,14.421,0,18.059,5.801,6.23,7.906,10.002,8.773,1.707,2.867,2.404,12.815,8.909,12.383,11.441,11.121,14.975,9.526,10.57,9.397,4.942,3.459,13.567,4.168,5.246,17.966,7.024,5.475,4.724,6.127,8.867,11.821,27.7,0,8.303
D300481:bin_000002,47.679,21.812,6.095,18.754,18.359,34.255,28.445,39.166,0,58.874,14.43,16.128,18.048,26.483,25.08,4.084,8.915,6.706,33.778,23.425,31.531,28.067,32.918,42.42,26.218,26.961,26.271,10.916,11.039,43.546,18.35,13.066,50.595,18.678,14.521,10.715,16.914,26.29,34.812,80.652,0,20.368
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,4.404,0,0,0,0,3.197,0,3.544,0,5.447,0,0,0,0,0,0,0,0,0,2.229,2.944,0,3.087,3.733,2.426,2.386,0,0,0,4.474,0,0,4.804,0,0,0,0,0,3.204,7.008,0,2.303
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
