genome,M304225,M304234,M304345,M304338,M304343,M304319,M304248,M304220,M304228,M304308,M304226,M304232,M304324,M304346,M304307,M304242,M304224,M304333,M304330,M304320,M304256,M304352,M304331,M304231,M304309,M304342,M304238,M304215,M304353,M304258,M304254,M304327,M304318,M304217,M304219,M304328,M304314,M304221,M304336,M304230,M304344,M304321,M304310,M304351,M304257,M304347,M304245,M304337,M304350,M304235,M304313,M304218,M304249,M304255,M304240,M304349,M304213,M304315,M304341,M304236,M304323,M304244,M304233,M304239,M304246,M304253,M304326,M304223,M304252,M304216,M304348,M304335,M304325,M304214,M304243,M304311,M304339,M304250,M304322,M304316,M304237,M304211,M304227,M304332
00:bin_000067,1.96,3.528,8.259,1.795,6.339,4.006,4.554,3.344,0,0.961,5.786,6.353,4.691,3.492,0.78,0,5.146,2.314,4.84,6.388,0,2.552,2.03,4.128,0.959,2.659,1.931,5.238,4.607,7.452,2.492,4.558,4.736,5.008,3.708,2.268,0,2.198,6.591,2.469,2.027,2.1,3.897,0,8.182,8.621,2.444,4.451,0,2.806,1.123,1.486,5.654,3.788,4.334,4.281,5.763,1.472,5.517,3.092,2.64,4.178,4.55,5.343,4.256,4.598,1.978,5.786,4.531,9.419,2.788,5.059,3.267,2.089,0,4.565,4.931,3.688,2.921,5.766,4.511,4.857,3.106,3.495
00:bin_000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000114,0,0,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000122,3.906,8.065,10.951,5.105,9.337,5.544,4.528,5.54,0.576,8.612,3.833,5.062,6.836,6.188,2.127,0,8.346,2.459,6.535,6.426,0,4.265,3.818,3.912,2.276,3.721,3.586,5.458,8.986,12.172,3.587,3.129,3.701,5.883,4.779,3.143,0,3.371,11.143,2.871,3.292,3.989,0,0,5.906,10.075,4.121,2.635,0,5.643,4.03,1.715,7.253,5.41,6.278,4.424,9.126,4.521,5.698,4.92,6.314,5.896,5.584,8.384,9.774,4.673,3.544,6.338,7.055,9.953,4.644,6.727,5.159,5.526,0,5.814,7.473,7.233,7.351,4.95,6.296,5.706,5.53,2.924
00:bin_000123,0.732,0,1.948,1.442,1.23,0,1.811,0,0,0,1.035,1.114,1.643,0,0,0,0,0,1.052,1.008,0,0.537,0.699,0,0,0,0,0,1.229,1.599,0,0.787,1.169,0,1.127,0,0,0,1.911,0,0,0.645,0,0,1.12,2.535,0,0,0,0,0,0,0,0.865,0,0,0,0,0,1.642,1.126,0,0,1.136,0,0,1.03,0,0,1.447,0,0.768,0,0,0,0,0,1.231,1.516,1.466,0,2.498,0,0
00:bin_000129,0,0,1.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000144,4.725,7.831,19.432,8.134,10.407,6.07,6.966,6.778,0.685,5.364,6.732,8.322,7.958,8.841,2.047,0,13.06,4.117,8.769,8.094,0,4.944,3.866,4.692,3.527,6.921,5.018,8.83,13.617,19.131,4.952,5.004,7.522,7.881,9.534,4.457,4.384,5.763,14.179,3.73,5.683,6.034,0,0,10.837,15.343,4.893,6.949,0,6.904,7.163,3.027,7.335,7.752,5.657,8.719,5.439,7.174,6.021,8.347,11.954,6.264,8.024,9.817,11.556,5.973,7.65,10.315,6.182,14.639,5.46,9.57,7.444,8.127,5.821,8.008,6.423,6.495,10.426,8.848,7.582,11.77,8.462,7.305
00:bin_000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000159,0,1.856,4.757,1.824,3.167,0,1.005,1.424,0,0,1.917,2.199,3.481,2.587,0.546,0,0,0.999,0,2.201,0,1.003,0,1.318,1.427,1.749,1.517,1.536,2.813,4.399,0,0,2.824,1.473,3.718,0.655,0,2.19,3.653,0,0,1.159,0,0,3.106,3.6,0,0,0,0,0,0,0,1.788,0,1.465,0,2.047,0,1.982,1.675,1.045,1.63,2.276,0,0,1.626,1.79,0,4.603,0,1.429,0,0,0,0,0,1.518,0,2.229,0,1.646,1.49,0
00:bin_000162,1.838,5.889,3.836,1.278,2.716,1.563,1.699,2.179,0,1.184,2.66,3.351,3.713,1.838,0,0,2.715,1.471,2.324,2.963,0,1.425,1.015,1.955,1.276,1.933,1.878,2.309,3.465,4.958,0,1.012,3,0,3.457,1.356,0,1.459,2.266,2.302,0,1.128,0,0,3.528,4.563,0,1.98,0,1.175,1.16,2.068,0,1.112,2.069,7.592,0,1.65,3.525,1.736,2.121,1.803,1.621,5.118,1.39,1.396,1.783,4.094,3.7,4.884,0.974,2.944,1.821,1.845,0,0,1.149,1.755,2.693,1.694,3.956,2.327,1.332,0
00:bin_000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000167,1.489,1.996,5.517,2.679,3.667,1.399,4.297,0,0,0,1.862,2.389,1.703,4.225,0.505,0,2.493,2.165,0,2.025,0,1.36,1.429,1.279,1.003,1.337,1.466,2.719,4.974,3.608,1.194,2.058,0,0,1.067,0.892,13.176,0,3.938,2.209,0,0.743,2.388,0,1.976,5.385,0,1.79,0,2.187,0.701,0.612,3.16,2.574,3.24,1.659,0,1.074,1.949,2.759,1.185,1.105,2.489,1.863,1.693,1.969,1.272,2.133,1.221,2.72,0,2.427,0,0,0,0,0,1.535,2.925,0,1.025,1.156,2.258,2.057
00:bin_000171,6.829,8.969,24.094,5.681,18.808,9.056,12.87,7.732,0.732,8.094,12.35,19.313,13.895,12.268,2.429,0,18.178,11.038,9.949,14.746,0,5.517,8.582,12.626,2.998,6.606,5.285,14.034,15.816,28.765,8.305,8.527,11.213,12.739,14.757,4.702,5.016,7.315,16.934,5.36,4.172,6.048,3.076,0,21.961,17.739,3.462,12.191,0,7.72,3.066,2.775,9.036,10.777,6.141,12,0,6.18,9.222,10.829,6.919,15.486,11.892,11.645,13.293,12.656,6.288,19.138,11.082,19.451,7.06,15.205,7.15,8.623,10.818,5.104,10.988,11.562,7.825,9.427,9.58,13.465,8.123,2.62
00:bin_000175,1.091,1.792,3.835,1.403,2.108,1.595,0,2.111,0,0,1.87,1.449,1.783,1.671,0.601,0,3.553,1.197,1.264,1.511,0,1.2,0.959,1.08,0,1.237,0,1.656,2.788,2.341,1.484,1.035,1.822,1.719,1.846,0.99,0,1.696,2.634,0,0,1.101,0,0,2.505,2.798,0,0,0,1.86,1.21,0,1.534,1.477,1.905,1.459,0,1.271,1.169,1.186,1.519,1.579,1.35,1.815,1.837,0,1.359,1.809,0,3.686,1.065,1.514,2.092,0,0,0,1.263,1.388,0,1.566,1.581,1.787,1.3,0
00:bin_000181,0.895,0,2.311,1.413,1.979,1.732,0,1.388,0,1.355,1.62,1.162,2.479,0,0,0,1.52,0.93,1.596,2.115,0,0.586,0.883,0,0,0,0,1.037,1.781,1.762,0,1.1,0,0,2.015,1.072,0,1.33,1.229,0,0,1.254,0,0,1.88,2.1,0,1.545,0,1.136,0,0,0,1.771,1.797,1.003,0,1.297,0.93,0,2.147,0.983,0,0.925,1.529,0,0,2.06,1.499,3.311,0,1.893,2.821,0,0,0,0,2.27,2.164,0.89,1.082,1.561,0,0
00:bin_000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000200,5.581,4.198,14.566,4.964,2.89,8.893,5.806,4.889,0,3.75,5.198,2.986,6.728,2.395,1.25,0,3.618,0.832,6.766,3.121,0,1.34,3.604,1.503,0.804,1.836,1.532,6.85,6.634,3.557,0,1.254,2.36,17.05,5.997,2.942,0,0,11.958,1.748,9.537,0.938,3.139,0,6.904,25.564,0,12.879,0,1.298,1.28,1.545,3.024,3.791,2.704,5.887,0,1.962,1.364,2.406,2.13,0.991,5.063,4.453,7.372,1.62,2.956,7.602,2.716,8.753,6.535,3.083,2.607,3.149,0,2.973,5.509,1.744,2.431,5.334,3.253,15.138,2.559,3.548
00:bin_000204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000205,3.951,2.669,8.441,4.195,5.069,3.684,2.843,4.563,0,3.236,3.184,4.331,4.468,4.579,1.04,0,5.502,2.167,3.395,4.179,0,2.361,1.815,3.803,1.479,1.929,2.337,3.274,6.708,8.014,3.756,1.803,3.706,3.509,4.664,2.346,0,2.739,5.191,5.123,2.903,2.201,0,0,5.535,6.862,2.488,3.991,0,2.951,2.068,1.217,4.773,3.171,4.298,3.898,0,3.104,2.711,3.831,4.505,3.75,3.389,4.167,4.132,2.769,3.569,3.559,2.619,8.292,2.057,3.183,4.473,2.318,0,0,2.389,2.888,4.523,3.837,3.232,6.781,2.687,2.275
00:bin_000212,1.732,3.769,7.271,3.241,2.379,1.06,0,0,0,1.807,3.401,5.158,1.731,4.837,0.561,0,3.727,0.835,2.951,1.166,0,2.742,0,1.018,1.31,2.239,1.61,2.058,2.135,3.082,1.443,2.217,2.13,2.657,1.189,1.228,0,0,2.087,0,0,1.167,0,0,3.37,2.781,0,0,0,1.313,1.26,0,0,0,0,2.411,0,2.679,1.679,1.57,2.16,0,1.88,4.433,1.16,0,4.401,1.804,0,3.131,1.081,1.954,8.799,1.555,0,0,2.362,1.65,1.75,4.025,2.574,1.557,1.449,0
00:bin_000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000228,2.483,7.078,16.984,3.066,3.436,2.464,3.653,1.407,0,2.745,9.202,5.723,7.896,7.486,1.574,0,5.618,4.585,1.697,5.701,0,3.526,1.399,3.82,1.279,5.848,0,4.789,9.766,10.138,1.499,2.479,4.723,2.735,7.223,2.917,0,6.399,4.219,0,3.903,4.161,2.928,0,8.87,8.906,0,6.116,0,5.917,2.42,1.244,3.534,5.957,2.998,7.648,0,1.61,2.218,3.176,7.033,4.992,6.004,4.241,3.082,2.733,3.549,5.819,2.739,9.892,1.642,5.555,8.214,4.282,6.29,2.586,2.419,3.159,6.449,3.343,5.554,4.131,4.69,3.267
00:bin_000232,1.529,2.672,6.863,0,3.041,1.297,2.561,0,0,0,3.193,3.637,2.204,3.849,0.682,0,6.677,1.723,1.659,3.07,0,1.795,1.929,2.587,0,1.959,0,1.563,2.803,5.385,0,0,3.132,1.499,2.153,0.84,0,0,2.207,0,0,1.462,0,0,6.778,4.625,0,0,0,0,1.572,0,2.465,0,0,3.89,0,0,3.439,0,1.597,2.859,2.675,2.774,0,0,2.736,2.101,0,3.563,0,1.335,3.077,1.843,0,0,0,2.599,2.111,2.353,2.428,2.146,0,0
00:bin_000238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000241,0,0,1.329,0,0,0,0,0,0,0,0,0,1.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.729,1.193,0,0,1.346,0,0,0,0,0,1.636,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,1.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.291,0,0,0,0
00:bin_000243,1.245,2.76,4.263,2.821,3.587,2.255,2.15,3.575,0,0,2.845,3.507,3.049,4.471,0,0,2.285,2.76,2.432,3.336,0,1.871,1.472,1.519,1.104,1.733,2.001,2.936,5.026,6.102,0,2.625,2.241,1.772,3.112,1.452,0,1.617,4.533,0,0,1.688,0,0,3.507,6.185,0,4.211,0,0,2.072,1.264,3.455,2.036,2.536,5.264,0,1.971,1.857,2.702,2.997,3.167,1.658,5.61,2.451,3.861,0,4.617,1.999,7.437,1.798,3.979,2.053,1.552,0,0,2.023,0,3.666,3.458,2.592,2.921,1.759,4.043
00:bin_000285,0,0,1.961,0,2.829,0,3.122,0,0,0,0.901,0,0.955,1.726,0,0,0,0,0,1.056,0,0,0,0,0,0,0,1.186,1.112,4.004,0,0,0,0,0,0.618,0,0,2.28,0,0,0.936,0,0,0,1.479,0,0,0,0,0,0,0,0,0,0.898,0,0,1.049,0,1.134,0,1.15,1.478,1.304,0,0,1.214,0,1.588,0,1.006,0,0,0,0,0,0,1.674,1.22,1.394,1.557,0,0
00:bin_000287,0,1.413,2.717,1.559,2.49,0,0,0,0,0,1.463,0,0,1.435,0,0,0,1.079,0,2.044,0,0.751,1.392,1.414,0,0,0,0,1.552,2.706,0,0,0,0,0,0,0,0,1.158,0,0,1.071,0,0,1.128,4.575,0,0,0,0,0,0,0,0,0,2.213,0,0,0,1.161,1.656,0,0,1.383,0,0,0,1.524,0,2.333,0,1.73,0,0,0,0,0,0,0,1.522,0,0,0,0
00-TM1:bin_000014,0,0,2.614,0,1.372,0,4.025,0,0,2.003,1.78,1.166,0,0,0,0,0,0.958,0,1.011,0,0,0.798,0,0,0,0,0.953,3.06,0,0,0.783,4.05,0,0.995,0.782,0,0,2.328,0,0,0.845,0,0,2.377,4.633,0,0,0,2.731,0,0,0,0,1.653,1.955,0,1.517,0,0,0,0,0,1.727,0,0,0,2.405,0,2.924,2.799,2.088,0,0,0,0,1.394,0,0,1.433,2.984,0,0,0
00-TM1:bin_000022,4.364,6.395,7.264,7.847,4.872,12.601,7.253,4.06,0,3.542,9.631,4.099,2.766,3.078,1.277,0,6.353,1.562,5.838,6.262,0,1.805,11.345,3.037,1.244,2.891,1.816,4.516,7.77,6.135,1.986,3.661,3.438,2.826,5.616,2.087,0,1.451,18.302,0,9.509,2.01,0,0,5.395,21.816,3.435,6.5,0,1.552,2.19,4.627,2.04,4.784,4.579,4.963,4.512,3.444,5.065,3.245,2.665,2.538,5.678,7.223,3.778,2.791,1.252,8.401,4.978,6.673,2.352,5.417,2.403,2.322,0,5.032,2.918,3.308,2.165,7.135,3.111,31.401,4.935,3.313
00-TM1:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-TM1:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-TM1:bin_000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
