genome,M304956,M304944,M305029,M305061,M305067,M304940,M305030,M305046,M305038,M305068,M304959,M305047,M304961,M305071,M305075,M305055,M304943,M305032,M305058,M305054,M304974,M304955,M304965,M304979,M304972,M305041,M305028,M304978,M304936,M304966,M304941,M305074,M305036,M304938,M304977,M304937,M305053,M305063,M305066,M305064,M304947,M304950,M305049,M304960,M304949,M304953,M305059,M304967,M305031,M304948,M304957,M305069,M305033,M304935,M304932,M305051,M304934,M305060,M305035,M304968,M305040,M304954,M305073,M305056,M304975,M305048,M304970,M305043,M305037,M305042,M304973,M305065,M304963,M304964,M304971,M304952,M305044,M304939,M304942,M305050,M305052,M305070,M304962,M304945
D300763:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300763:bin_000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.241,0,0,0,0,0,12.177,0,34.304
D300763:bin_000032,0,0,0,0,0,3.147,0,0,0,3.075,4.092,0,3.191,0,1.823,0,0,0,0,0,0,0,0,0,4.417,0,0,0,0,0,2.28,3.995,0,0,2.903,3.84,0,2.033,0,0,3.265,0,0,0,0,0,2.128,0,1.806,0,0,0,0,0,0,0,0,3.174,0,0,0,0,0,0,0,0,3.298,0,0,0,0,0,0,0,0,0,1.772,0,0,3.13,0,1.956,0,4.532
D300764:bin_000008,5.949,4.188,14.368,4.133,0,6.183,6.009,2.464,26.947,6.65,11.965,29.654,12.606,18.907,10.382,0,0,2.923,0,0,0,3.104,8.748,0,9.532,11.685,6.97,0,0,0,12.104,14.743,4.978,15.328,7.624,26.166,5.846,10.02,3.809,2.523,53.396,14.897,3.493,23.085,15.199,0,5.411,15.079,0,9.583,0,6.508,6.157,24.185,0,4.333,6.347,5.692,3.355,0,136.624,23.277,0,9.728,0,0,21.413,0,6.974,20.43,8.402,0,17.869,15.747,8.102,12.825,9.048,0,6.747,17.156,0,6.578,8.911,52.659
D300764:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300766:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.886,0,0,0,4.675
D300766:bin_000009,0,0,0,0,0,0,0,0,1.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.025,0,0,0,0,1.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000002,0,0,2.383,0,0,0,1.496,0,3.607,1.638,0,2.829,0,0,0,2.661,0,0,0,2.258,0,0,0,0,0,0,0,0,0,0,2.035,1.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.356,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.875,2.1,0,0,3.071,0,0,0,0,0,0,1.862,0,2.372,0,6.802
MPB:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000005,0,0,2.714,0,0,3.648,0,1.79,2.481,2.923,4.576,2.691,4.031,4.157,3.051,0,0,1.611,0,0,0,0,0,3.377,4.463,1.669,2.611,0,0,0,0,5.847,2.761,4.692,7.585,5.809,2.323,2.507,0,1.696,6.492,0,0,0,4.012,0,0,0,0,5.119,3.311,2.322,2.606,4.433,0,2.176,3.219,2.461,0,0,0,7.444,0,2.271,0,0,6.458,0,0,0,4.132,3.216,0,0,0,6.288,2.033,0,0,9.334,0,0,4.231,6.456
MPB:bin_000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000016,34.496,13.436,27.999,39.381,19.902,54.824,33.481,11.369,38.423,26.731,68.574,40.66,69.957,40.692,20.282,27.64,16.322,25.392,9.289,17.221,25.606,17.752,63.289,47.442,40.684,22.137,42.991,25.066,4.667,2.85,35.413,89.738,41.647,43.726,59.231,84.899,19.756,48.793,51.33,13.497,83.826,44.857,18.961,53.317,71.977,49.723,43.764,46.932,49.44,39.105,57.03,37.453,33.873,52.289,0,20.207,43.266,30.266,8.954,8.494,13.132,36.461,0,33.652,24.432,39.437,99.135,2.611,42.226,44.938,26.254,35.14,69.666,55.272,49.881,106.52,22.803,32.536,27.163,95.849,0,47.573,73.982,160.635
MPB:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000019,8.224,3.727,3.662,6.194,2.732,2.601,5.122,0,12.437,7.755,8.501,5.886,29.961,12.986,4.523,4.995,3.617,3.446,3.405,4.985,6.369,2.181,9.637,7.694,10.558,2.831,14.856,4.861,0,0,8.326,15.023,4.863,6.272,6.105,18.568,5.649,5.952,7.668,2.688,18.656,11.419,3.52,7.559,13.563,4.579,8.726,7.846,4.394,5.756,14.858,9.466,6.108,9.269,0,3.236,16.663,6.961,4.385,3.324,7.067,5.799,0,5.264,5.727,6.147,20.015,0,7.886,12.395,5.448,6.834,8.912,8.245,6.921,26.493,4.642,6.147,9.472,18.132,0,6.16,14.883,41.669
MPB:bin_000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000042,3.308,0,11.999,12.709,5.249,35.555,9.833,5.071,11.49,27.155,12.058,3.768,44.032,69.037,7.468,10.35,3.815,2.075,2.36,4.296,6.577,3.813,10.133,16.944,75.451,8.097,31.88,2.388,3.592,0,8.626,23.87,5.533,5.665,57.043,41.113,6.936,7.972,11.626,3.66,11.708,17.948,5.97,12.868,18.835,5.671,4.553,56.532,15.981,6.63,11.23,8.319,7.536,24.422,0,3.905,7.202,6.747,6.517,0,1.586,25.037,0,12.413,5.024,8.043,15.385,0,5.075,5.701,3.794,36.496,37.321,7.057,3.579,21.895,5.972,6.862,8.327,20.537,0,6.489,52.171,28.55
MPB:bin_000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000049,5.305,3.046,4.891,5.955,4.005,19.37,7.909,3.131,7.248,11.581,11.395,5.244,14.055,6.279,3.818,3.947,3.22,3.293,1.879,7.492,6.116,4.046,11.414,10.947,9.683,3.573,5.619,3.414,0,0,4.457,15.643,9.688,6.989,13.917,10.921,6.749,10.249,9.274,3.765,11.892,9.893,8.96,7.727,10.719,11.405,8.911,7.055,6.807,11.816,8.513,4.706,5.557,9.952,0,6.801,5.156,8.84,2.926,0,2.358,11.639,0,7.435,4.886,8.186,17.637,0,8.56,7.485,4.601,5.689,12.387,7.358,7.126,15.62,7.08,5.112,6.901,19.98,0,5.874,13.937,17.431
MPB:bin_000050,0,0,0,0,0,0,0,0,0,0,0,0,0,3.319,0,0,0,0,0,0,3.039,0,0,0,0,0,0,0,0,0,0,2.733,0,0,0,5.67,0,0,0,0,0,3.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.284,0,0,0,0,0,0,0,0,4.846,0,0,0,0
MPB:bin_000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015,1.523,0,0,0,0,0,0,0,0,0,0,0,0,0,2.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0
MPB:bin_000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000063,0,0,3.452,0,0,0,2.729,0,2.285,2.119,0,0,0,0,0,0,0,0,0,2.259,0,0,2.263,0,0,0,0,0,0,0,2.451,2.624,0,0,3.596,3.201,0,0,0,1.986,0,0,2.129,0,0,0,4.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.124,0,0,0,2.268,7.76,0,2.085,2.396,0,4.755,0,0,0,0,0,0,0,2.625,0,0,0,3.691
MPB:bin_000064,0,0,3.803,2.965,2.229,5.559,2.756,0,2.238,7.102,6.968,2.42,4.488,4.41,4.2,3.226,0,2.179,0,3.415,3.677,0,2.768,5.268,0,0,2.085,0,0,0,3.472,7.223,0,4.342,0,6.455,2.611,5.028,0,0,8.377,7.593,5.885,7.491,4.67,3.577,3.013,0,2.972,4.831,3.078,3.233,2.841,4.566,0,0,0,3.015,0,0,1.28,6.103,0,2.667,2.765,2.6,8.274,0,3.1,5.508,5.392,0,6.213,7.42,0,6.962,0,0,2.911,8.529,0,5.177,6.501,9.398
MPB:bin_000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000066,10.718,0,5.068,5.282,4.009,7.103,8.189,2.586,10.977,10.268,16.956,5.325,10.685,6.396,7.252,4.564,4.103,2.671,6.268,5.099,3.446,4.715,12.172,12.612,6.209,6.329,9.269,4.079,0,0,4.038,16.531,18.061,12.633,7.235,23.116,4.731,8.916,7.923,2.589,11.93,8.233,2.214,10.699,6.647,2.797,15.941,6.53,8.951,14.274,10.211,6.98,4.043,16.214,0,4.585,7.797,6.702,2.656,3.256,6.924,12.721,0,5.146,6.83,6.431,9.374,0,12.898,9.497,6.453,3.509,11.52,16.601,5.768,13.883,6.343,5.194,6.022,15.042,0,7.475,14.746,30.742
MPB:bin_000069,0,0,4.502,3.608,1.795,4.893,3.006,1.829,3.568,6.067,8.615,3.009,8.002,5.444,2.924,3.813,0,4.201,0,1.948,4.16,2.128,4.814,4.007,4.575,2.306,3.422,0,0,0,2.515,6.598,5.454,5.724,5.801,5.412,2.167,4.605,3.94,1.936,6.293,5.973,3.59,3.743,2.8,4.562,4.049,6.905,4.367,4.735,3.638,4.067,3.793,4.864,0,5.145,0,3.105,2.023,0,0,9.197,0,4.971,2.941,3.185,8.347,0,5.498,7.401,6.201,3.668,6.515,5.816,0,3.19,2.992,2.257,3.587,9.275,0,2.595,4.768,10.383
MPB:bin_000070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
