genome,M305179,M305285,M305289,M305307,M305196,M305297,M305284,M305269,M305213,M305290,M305216,M305306,M305276,M305268,M305200,M305302,M305219,M305208,M305214,M305212,M305300,M305282,M305283,M305197,M305204,M305311,M305211,M305278,M305310,M305194,M305193,M305293,M305280,M305185,M305281,M305308,M305271,M305287,M305187,M305191,M305173,M305206,M305176,M305296,M305305,M305192,M305299,M305274,M305217,M305272,M305180,M305315,M305294,M305175,M305205,M305201,M305270,M305198,M305188,M305313,M305189,M305186,M305184,M305301,M305275,M305210,M305215,M305183,M305172,M305174,M305312,M305199,M305298,M305286,M305303,M305203,M305279,M305314,M305195,M305288,M305292,M305178,M305207,M305182
00:bin_000002,51.939,14.194,0,10.954,16.265,56.633,3.904,12.329,27.206,4.282,44.081,53.187,33.265,0,40.142,10.082,36.839,12.379,7.201,30.769,24.797,36.976,21.018,17.415,13.614,16.685,28.597,0,20.863,0,22.712,13.904,19.435,50.029,24.542,14.097,30.487,0,14.23,0,19.497,30.147,22.629,29.01,38.002,15.263,61.724,0,19.277,15.121,23.442,4.605,15.086,0,30.155,30.747,33.895,0,0,40.988,17.048,18.937,29.692,0,16.231,34.148,0,18.337,2.049,13.012,42.367,19.301,84.173,17.632,39.768,37.702,3.978,0,4.911,0,9.911,31.034,26.025,19.705
00:bin_000004,11.679,5.307,0,6.77,7.605,20.556,1.797,6.17,8.817,1.337,24.625,24.689,20.648,0,8.87,4.542,21.26,7.032,0,18.38,15.195,12.353,6.662,2.02,12.876,12.444,16.731,0,8.553,0,13.885,4.715,9.433,24.105,9.169,3.417,12.719,0,8.577,0,14.412,9.446,12.25,12.572,22.063,6.559,26.804,0,9.416,6.837,5.283,2.507,15.161,0,8.037,12.805,13.122,0,0,20.026,8.182,6.98,9.181,0,14.968,14.25,0,6.121,0,5.635,20.514,4.111,41.497,10.114,26.504,11.81,2.492,0,0,0,4.62,5.581,9.163,7.036
00:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000015,9.1,3.441,0,5.356,7.28,10.654,0,3.495,15.647,0,9.225,11.703,20.693,0,7.947,3.45,8.777,5.805,0,9.286,11.498,7.977,13.886,7.443,4.704,8.604,5.703,0,9.306,0,15.132,4.578,9.002,9.917,6.693,5.963,10.454,0,7.363,0,5.004,13.23,7.018,4.705,8.022,4.118,22.939,0,7.561,9.51,3.278,0,3.555,0,6.045,11.154,3.676,0,0,15.837,4.038,5.113,9.357,0,25.672,6.148,0,6.288,0,4.834,18.057,0,28.978,8.235,6.684,9.623,1.684,0,0,0,7.178,3.432,5.068,7.663
00:bin_000024,0,0,0,0,1.915,3.982,0,0,0,0,0,2.026,2.59,0,0,0,1.661,1.56,0,2.412,2.274,5.643,0,0,0,0,0,0,0,0,2.98,0,2.234,1.84,0,0,4.464,0,0,0,0,1.993,0,0,0,0,0,0,0,2.187,0,0,0,0,1.867,0,0,0,0,3.686,0,0,1.715,0,0,0,0,0,0,0,2.23,1.376,5.793,0,4.018,2.728,0,0,0,0,0,0,0,0
00:bin_000030,0,0,0,0,0,3.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488,0,0,0,0,0,0,0,0,0,0,0,0,2.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000040,9.46,0,0,0,0,18.614,0,0,0,0,0,2.073,2.683,0,15.737,0,2.199,0,0,3.828,0,3.989,0,0,0,0,0,0,0,0,2.137,0,0,0,1.838,0,0,0,2.475,0,1.884,2.318,0,0,0,0,4.109,0,0,0,0,0,0,0,0,3.133,0,0,0,0,0,1.675,1.657,0,2.04,0,0,0,0,0,0,0,2.595,0,0,27.749,0,0,0,0,0,0,0,10.253
00:bin_000043,0,0,0,0,1.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162,0,0,0,0,0,0,0,0,0,0,0
00:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000049,1.802,0,0,0,1.604,1.822,0,0,0,0,0,3.598,1.796,0,0,0,1.898,0,0,0,3.206,0,1.914,0,0,1.646,1.865,0,0,0,2.726,0,0,1.352,2.316,2.222,0,0,0,0,0,1.838,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0,0,2.111,0,0,1.412,0,1.349,0,0,0,0,2.432,0,2.799,0,0,0,0,0,2.083,0,1.378,1.53
00:bin_000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000067,3.274,1.654,0,4.012,3.421,6.115,0,2.93,3.216,0,5.139,4.575,8.257,0,3.973,1.491,5.194,2.753,0,2.657,3.479,2.067,6.2,2.068,2.55,2.141,3.267,0,3.302,0,6.708,2.938,4.997,6.175,2.999,2.645,3.104,0,1.516,0,3.372,6.141,4.729,2.506,5.421,2.176,8.832,0,2.586,5.361,1.581,0,2.815,0,3.442,5.234,4.268,0,0,7.824,2.098,4.386,6.855,0,8.197,3.211,0,4.36,0,1.431,8.835,0,12.206,1.933,5.51,3.03,0,0,0,0,2.65,1.722,2.925,3.961
00:bin_000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000122,3.627,0,0,0,2.309,6.297,0,1.908,2.228,0,4.194,6.189,3.689,0,3.24,0,1.81,0,0,2.459,1.957,1.995,0,0,2.481,0,1.949,0,4.059,0,3.801,0,2.359,0,4.421,0,1.991,0,3.396,0,1.944,2.502,2.071,2.044,4.668,1.922,5.993,0,2.576,0,0,0,4.787,0,0,3.036,2.79,0,0,5.895,2.124,0,3.98,0,2.55,0,0,1.678,0,0,4.667,0,7.39,2.22,4.416,0,0,0,0,0,1.856,1.986,2.758,2.909
00:bin_000123,0,0,0,0,0,1.888,0,0,1.288,0,1.009,1.757,1.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593,0,0,0,0,0,0,0,2.895,0,1.488,0,0,0,0,0,0,0,0,0,0,0
00:bin_000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000162,5.914,3.34,0,4.549,3.74,11.099,3.513,1.816,6.875,1.433,7.621,10.66,12.615,0,6.178,4.013,5.682,2.884,0,4.986,11.22,1.915,5.393,2.36,2.541,5.21,2.689,0,3.08,0,9.049,2.602,6.389,8.607,2.839,3.543,6.388,0,7.162,0,5.668,7.895,6.284,3.674,6.645,4.909,10.976,0,6.758,4.582,1.768,0,2.848,0,2.459,7.835,4.093,0,0,11.983,3.587,4.213,6.19,0,74.595,4.549,0,5.182,0,1.969,13.954,1.58,18.746,2.046,2.692,7.258,2.234,0,0,0,0,2.174,7.772,4.607
