genome,M301813,M301812,M301815,M301816,M301856,M301827,M301819,M301841,M301810,M301849,M301830,M301852,M301850,M301829,M301835,M301832,M301854,M301853,M301855,M301818,M301817,M301833,M301837,M301851,M301826,M301845,M301820,M301814,M301828,M301840,M301839,M301846,M301842,M301844,M301848,M301834,M301823,M301822,M301825,M301821,M301838,M301847
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0.976,1.364,0,4.353,4.898,2.113,6.523,3.559,1.78,1.934,5.296,3.58,2.233,3.391,5.439,2.732,7.5,4.954,7.658,4.728,1.837,1.931,5.25,9.389,2.92,5.425,2.804,5.548,7.465,9.15,0,4.464,3.69,4.435,6.127,6.921,4.178,3.08,6.113,4.382,6.737,7.144
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0.755,0.862,0,2.714,1.512,1.484,3.338,2.335,1.47,2.691,3.97,2.165,2.392,2.607,2.442,2.28,4.228,3.123,7.166,2.59,2.433,0,2.549,8.466,2.3,3.229,2.624,5.151,2.282,7.496,0,2.109,1.278,2.235,4.634,4.823,2.795,2.178,1.858,2.414,5.518,4.195
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,2.022,2.071,0,8.818,7.122,5.043,9.971,9.561,5.577,7.349,6.817,7.909,8.867,4.063,6.996,3.773,13.035,6.779,10.674,6.97,8.949,4.051,5.265,21.01,9.807,8.603,8.081,6.211,11.941,18.359,0,7.33,10.912,6.892,9.587,13.233,9.257,6.876,10.135,4.328,10.855,8.971
D300443:bin_000002,1.067,1.01,0,3.053,4.006,2.156,4.486,2.792,1.675,1.987,4.693,3.58,3.042,3.699,3.549,2.157,5.987,4.158,10.294,4.565,2.223,1.969,4.572,7.593,2.121,4.718,3.432,6.649,0,5.642,0,2.365,2.689,2.684,8.416,5.55,4.646,2.585,3.319,2.392,6.861,2.896
D300443:bin_000003,0,0,0,0.749,0.834,0.728,1.189,0,0,0,1.216,0,0.722,0,0.775,1.078,1.614,0.999,1.991,0.976,0,0,0.878,2.965,0,1.046,1.006,1.445,1.037,2.516,0,0,0,0.937,1.376,1.695,0.904,0,0.813,1.473,1.975,1.006
D300444:bin_000010,4.138,4.745,0,10.488,9.829,7.604,18.088,12.369,7.177,8.978,16.061,8.492,9.39,9.892,14.956,10.859,19.738,11.795,28.923,11.337,8.509,4.733,11.138,33.089,8.129,17.384,12.177,20.467,21.028,27.167,0,10.655,8.233,12.535,20.637,18.228,13.836,7.531,9.686,11.745,26.133,16.512
D300452:bin_000016,2.211,3.161,0,8.073,6.818,4.763,8.925,9.587,2.705,4.952,8.892,4.933,3.269,8.325,10.78,5.214,9.214,8.758,14.013,7.909,4.825,2.641,8.592,21.383,4.492,10,7.623,9.487,10.888,14.665,0,8.099,4.136,7.82,8.474,9.624,8.53,5.379,6.323,5.853,16.763,10.759
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0.728,1.072,0,1.829,2.594,0.935,2.662,2.551,1.384,2.437,1.691,1.527,1.589,0.951,2.269,1.358,2.664,1.605,4.134,2.581,1.619,0.756,1.31,4.621,1.074,2.851,1.568,0,0,2.656,0,1.349,0,1.966,2.957,1.756,1.999,0.99,2.389,2.122,2.67,2.588
D300479:bin_000005,0,0,0,2.076,1.458,0.898,2.54,1.554,1.19,1.041,3.039,1.315,1.212,1.193,2.219,1.265,3.105,2.057,4.995,1.733,2.312,0.954,1.499,5.545,1.072,2.157,2.365,2.805,2.249,3.734,0,1.487,0.946,1.652,3.752,3.066,2.664,1.542,1.237,1.902,3.376,3.309
D300481:bin_000002,0.961,1.818,0,4.094,5.717,2.297,5.071,4.496,1.367,1.433,5.374,3.249,1.535,2.612,5.837,3.321,7.543,5.273,8.638,2.961,1.607,1.636,5.564,11.555,3.673,6.265,3.92,6.268,5.26,10.066,0,5.771,2.715,3.697,4.052,4.871,4.493,3.066,4.738,3.814,10.098,4.478
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,0,0,0,2.328,2.815,2.565,3.781,3.621,1.271,2.417,3.831,2.452,1.233,1.954,3.322,2.106,4.861,3.34,5.482,2.296,2.333,0,2.915,7.209,1.679,3.611,2.674,4.018,4.1,6.315,0,2.259,2.578,3.026,4.374,4.336,4.075,1.932,2.659,3.541,6.151,5.526
D300493:bin_000002,16.445,24.804,0,69.577,75.786,43.085,114.545,79.184,33.139,49.408,103.438,57.702,33.231,39.514,89.121,44.362,144.36,72.603,181.155,58.907,69.961,24.533,76.063,149.28,38.174,129.769,68.003,112.065,144.277,133.696,0,59.266,59.949,68.02,109.977,111.545,62.124,41.039,66.563,70.961,119.098,85.069
