genome,M303106,M303133,M303112,M303129,M303148,M303135,M303116,M303118,M303130,M303147,M303138,M303141,M303121,M303136,M303117,M303109,M303120,M303122,M303151,M303146,M303115,M303111,M303127,M303142,M303108,M303137,M303131,M303110,M303113,M303152,M303140,M303153,M303128,M303132,M303125,M303150,M303145,M303114,M303143,M303126,M303139,M303123
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,3.666,1.938,4.322,0,1.951,1.877,2.544,0,0,0,6.383,0,2.508,1.951,0,4.204,0,0,2.609,0,5.416,2.192,0,0,0,3.552,0,0,2.275,1.358,2.955,3.579,1.636,3.469,0,2.209,2.356,1.514,0,0,0,3.293
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,10.876,8.144,8.407,0,8.71,9.192,12.568,2.714,0,0,16.463,0,16.599,9.769,0,43.189,4.551,7.742,8.657,4.08,20.714,3.508,0,11.982,0,9.294,10.157,1.553,13.621,5.397,11.639,10.099,4.911,22.366,6.877,4.902,6.469,4.374,0,7.784,3.923,17.549
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,16.435,10.908,11.659,0,8.786,8.025,12.211,2.724,0,0,30.437,0,21.978,9.946,0,44.046,6.306,9.099,10.018,5.649,20.931,7.644,0,8.683,1.461,10.958,11.764,2.073,14.682,8.329,21.1,13.694,5.297,27.957,7.458,11.797,6.911,5.934,0,7.057,7.451,16.97
D300452:bin_000016,13.094,10.748,13.114,0,8.308,12.488,12.969,5.067,0,0,28.067,0,28.095,12.631,0,49.424,4.949,9.148,11.829,4.17,26.695,8.625,0,12.136,0,9.653,10.895,2.859,21.202,8.723,17.315,10.618,8.138,29.993,7.812,11.576,8.214,5.238,0,10.224,8.654,18.76
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,133.466,49.426,117.17,0,99.345,85.856,127.11,26.49,0,0,267.767,0,218.539,106.744,9.195,130.105,63.63,94.385,97.622,74.647,265.818,73.8,0,52.244,11.954,110.572,81.535,14.178,169.406,32.976,164.693,134.977,78.589,143.535,82.823,89.971,82.597,54.034,0,80.621,100.37,191.678
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,110.531,74.11,101.247,0,73.78,80.424,98.936,17.348,0,0,226.297,0,169.619,79.331,10.001,295.228,38.806,80.06,88.23,37.318,214.707,49.42,0,83.332,8.56,93.01,72.794,19.13,116.76,51.115,176.776,89.814,52.657,187.635,66.967,69.941,61.807,35.824,0,67.352,72.42,138.037
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,24.072,17.95,28.253,0,15.778,14.582,17.308,6.153,0,0,45.695,0,23.933,17.513,1.397,86.206,11.43,19.409,19.642,6.471,43.913,8.575,0,15.339,2.831,19.458,20.422,5.815,28.931,11.84,29.619,20.185,16.168,39.837,13.651,14.751,12.093,8.657,0,14.327,15.145,29.312
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300506:bin_000004,36.522,32.841,36.943,0,31.619,28.761,40.335,7.864,0,0,74.513,0,77.609,38.818,7.808,191.931,18.718,32.225,33.866,24.23,78.012,19.203,0,42.419,3.105,39.241,47.182,13.064,48.279,36.144,66.638,53.882,15.406,102.631,21.579,28.854,28.281,19.009,0,33.399,32.96,60.662
D300509:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
