genome,M302759,M302735,M302739,M302752,M302762,M302738,M302726,M302731,M302730,M302755,M302737,M302753,M302743,M302763,M302725,M302760,M302756,M302744,M302742,M302722,M302732,M302750,M302741,M302747,M302769,M302761,M302764,M302727,M302746,M302740,M302728,M302729,M302733,M302768,M302749,M302734,M302766,M302754,M302751,M302765,M302724,M302757
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,0,0,0,0,0,0,0,0,0,0.765,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,0.813,2.992,1.353,5.739,4.124,1.63,2.011,2.278,2.417,5.401,2.663,4.854,2.473,0.808,1.455,1.516,5.528,2.023,0,0.822,0.808,0,1.297,6.161,9.857,1.899,1.923,3.637,7.731,1.638,1.632,1.211,0.908,3.293,1.962,0,5.002,3.315,6.847,2.532,0.828,3.072
D300452:bin_000016,2.4,8.912,4.236,16.073,11.163,4.141,5.579,6.255,8.059,16.768,7.463,13.144,7.253,3.474,4.097,3.386,12.647,3.661,2.143,3.29,2.534,0,3.468,16.031,31.363,6.068,6.507,8.333,18.461,3.14,4.29,3.016,3.039,9.346,3.247,1.153,12.749,10.376,19.845,6.563,1.531,7.688
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,3.386,7.898,4.413,15.499,11.052,3.863,4.965,5.605,7.163,15.201,7.458,12.525,5.752,3.19,3.372,3.865,13.168,3.989,2.056,2.196,2.189,0,3.245,12.184,27.973,5.704,4.989,8.78,17.157,3.168,3.425,3.863,2.671,8.962,3.966,0.726,13.045,10.265,17.793,4.74,0.885,7.345
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,1.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701
D300479:bin_000005,0,0.844,0,2.756,1.477,0,0.672,0.822,1.125,2.802,1.074,2.26,1.06,0,0,0,1.421,0.941,0,0,0.655,0,0,2.3,3.984,0,0.786,1.011,2.813,0,0,0,0,1.309,0,0,1.575,1.199,2.582,0.951,0,1.631
D300481:bin_000002,0,0.745,0,1.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029,2.012,0,0,0,0,0,0,0,0,0.995,0,0,0,0,1.174,0,0,0
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,0.785,1.93,1.28,5.481,4.579,1.198,1.821,3.151,3.619,5.689,3.007,3.858,1.956,0.954,2.079,1.671,4.575,1.6,1.135,0.921,0.894,0,1.629,4.582,10.349,1.789,2.139,3.055,5.953,1.114,1.012,1.416,0.864,3.557,1.324,0,3.407,2.776,5.602,3.294,0,3.524
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,24.789,135.401,70.902,273.549,175.753,76.319,95.892,110.051,123.117,261.011,128.229,221.698,110.009,50.267,81.324,45.567,200.475,66.758,43.103,50.306,42.367,51.723,52.105,297.359,462.418,83.641,103.741,144.735,324.67,58.945,72.03,61.105,41.507,151.08,64.349,12.032,195.013,157.21,319.744,103.589,30.446,125.133
D300506:bin_000004,0,3.377,1.311,5.144,3.392,1.37,2.174,2.22,2.944,5.745,2.242,4.393,2.557,1.152,1.57,1.119,4.687,2.065,1.242,1.764,0,0,1.123,5.998,9.985,1.757,2.465,2.383,6.955,1.046,1.484,0,0,3.131,1.165,0,3.663,2.982,6.768,1.833,0,2.795
