genome,M302656,M302643,M302669,M302633,M302658,M302649,M302657,M302653,M302648,M302637,M302665,M302668,M302654,M302631,M302638,M302666,M302642,M302659,M302626,M302632,M302644,M302629,M302667,M302646,M302652,M302663,M302671,M302662,M302661,M302635,M302673,M302650,M302634,M302628,M302670,M302664,M302647,M302651,M302640,M302639,M302630,M302641
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0.696,0,1.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,1.249,3.793,8.321,4.075,4.193,6.951,2.667,4.725,4.419,2.303,2.753,3.929,3.284,3.088,1.898,5.974,7.472,3.755,5.982,1.33,9.843,4.73,2.145,6.913,3.233,1.962,1.67,1.503,2.063,0,3.676,3.165,3.956,5.18,4.021,3.758,7.802,2.837,4.098,2.552,1.946,10.536
D300452:bin_000016,4.37,13.232,22.761,12.388,11.258,17.979,7.639,15.392,11.862,10.005,7.313,11.307,10.73,9.214,5.445,11.773,21.688,15.47,15.24,4.01,24.323,15.629,6.616,16.33,9.961,5.37,4.376,4.786,7.283,0,8.413,8.293,13.997,15.878,9.787,12.414,22.882,8.008,12.025,6.197,3.982,33.965
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,3.22,12.21,22.444,10.488,11.159,17.005,6.012,15.866,10.768,12.085,7.809,8.535,9.734,8.997,3.898,14.807,21.957,12.616,12.974,3.416,21.914,16.218,6.409,14.452,7.204,3.466,3.9,3.485,6.965,0,8.551,7.777,16.06,15.795,9.239,13.453,18.505,8.538,9.406,5.874,5.606,30.781
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0.827,1.316,0,0,0,0,0,0.886,0,0,1.051,0,0,0,1.247,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81
D300479:bin_000005,0,1.249,2.565,1.762,1.261,2.753,0,1.815,1.895,0.792,1.003,1.491,1.087,2.243,0.692,1.566,2.3,1.653,2.481,0,3.916,1.485,0.97,1.485,0,0,0,0.859,0.771,0,0,0.807,1.63,1.878,1.858,1.41,2.961,0.891,1.28,0.643,0.731,3.483
D300481:bin_000002,0,0,0,0,0.932,1.645,0,0,0,0,0,0,0.877,0,0,0,0,0,1.111,0,0,0,0,0.971,0,0,0,0,0,0,0,0,2.012,2.088,0,0,1.526,0,1.246,0,0,0
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,2.004,4.14,8.004,2.947,3.417,5.054,3.623,4.886,5.321,6.524,3.062,2.693,2.999,2.39,1.4,5.369,9.594,4.105,3.606,0.907,7.485,4.6,2.578,5.244,3.268,2.116,1.678,1.621,1.849,0,1.585,2.933,3.048,8.21,5.876,3.547,7.201,2.032,2.857,1.911,1.033,9.106
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,77.181,204.805,368.696,165.859,176.142,319.431,129.604,247.364,211.998,158.377,136.259,182.593,182.806,131.578,63.95,274.185,347.809,231.492,217.726,56.212,389.371,237.881,124.871,253.126,175.926,74.274,85.639,87.228,120.335,16.148,148.176,142.1,203.594,215.806,157.106,235.328,291.272,158.039,191.678,102.902,82.798,479.267
D300506:bin_000004,1.758,4.516,7.813,4.192,3.395,8.256,2.262,4.764,3.844,4.717,2.954,3.778,3.149,2.4,1.247,5.788,8.063,5.867,4.855,1.331,7.18,4.627,3.11,5.669,3.254,2.438,1.203,1.971,1.955,0,2.744,2.365,4.746,5.787,4.058,4.32,7.759,2.476,3.513,1.952,1.662,9.206
