genome,M303037,M303039,M303014,M303032,M303045,M303020,M303034,M303049,M303017,M303042,M303041,M303013,M303019,M303055,M303010,M303030,M303057,M303044,M303048,M303056,M303050,M303040,M303036,M303025,M303046,M303033,M303027,M303015,M303047,M303051,M303018,M303054,M303021,M303053,M303024,M303012,M303026,M303031,M303035,M303016,M303029,M303022
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,2.943,0,4.678,2.953,6.152,4.994,3.497,0,2.205,0,3.342,3.615,8.889,1.842,5.691,0,6.754,6.357,0,2.564,4.188,0,0,0,3.655,4.844,0,0,3.999,0,0,0,0,4.672,10.585,1.838,10.1,2.927,0,0,3.681,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,16.481,0,12.533,12.497,17.892,22.404,7.273,2.985,15.497,0,13.872,9.765,29.954,5.021,7.75,0,14.085,32.09,0,7.015,9.518,8.853,0,0,9.839,22.029,3.862,0,12.164,0,4.622,0,0,21.174,20.183,6.94,28.651,8.979,5.956,8.412,18.043,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,21.715,0,12.661,18.003,19.216,26.447,11.004,4.688,28.268,0,13.555,12.878,36.221,9.355,13.635,0,26.878,46.445,4.276,8.444,13.829,10.213,0,0,14.657,26.177,7.686,0,15.615,0,6.715,0,0,19.662,32.069,8.181,37.674,10.941,7.059,12.388,19.819,0
D300452:bin_000016,23.783,0,17.137,16.38,28.787,29.812,12.348,5.828,21.261,0,21.198,12.256,38.135,9.05,13.409,0,24.808,49.331,4.469,11.66,18.516,9.359,0,0,17.877,29.979,4.566,0,17.525,0,8.297,0,0,25.615,42.269,8.218,41.109,10.893,9.407,9.104,28.653,0
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,75.963,0,161.186,173.785,240.41,316.501,147.922,50.058,173.204,0,95.359,153.159,355.768,83.454,134.578,11.032,257.135,188.264,32.693,78.523,147.589,63.579,0,0,145.06,191.345,12.104,0,153.875,0,59.117,0,0,203.02,343.116,82.038,338.548,46.193,77.504,131.547,177.334,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,152.274,0,122.646,121.048,188.846,226.474,113.499,36.423,152.935,0,116.945,88.003,288.163,64.78,111.457,8.851,193.307,286.241,24.303,69.893,122.633,70.001,0,0,128.777,222.264,30.148,0,123.247,0,47.118,0,0,173.334,267.96,60.632,302.884,75.706,68.426,76.896,171.399,0
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,36.35,0,33.002,32.059,42.972,51.802,21.47,7.878,34.314,0,21.001,25.58,64.884,14.713,29.487,0,40.515,57.96,4.221,16.847,22.579,15.563,0,0,33.955,51.148,6.342,0,23.533,0,10.603,0,0,35.72,45.461,12.194,64.853,19.485,14.036,11.431,34.323,0
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300506:bin_000004,62.468,0,53.594,51.425,72.822,83.475,41.269,15.283,77.427,0,51.453,37.151,114.195,29.176,55.539,5.051,82.384,125.114,11.138,28.378,51.378,39.3,2.743,0,59.726,88.594,12.958,0,60.474,0,20.402,0,0,81.174,121.601,40.074,121.754,34.633,25.805,29.339,81.069,0
D300509:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
