genome,M302259,M302275,M302270,M302264,M302253,M302249,M302277,M302244,M302285,M302276,M302252,M302269,M302289,M302272,M302278,M302274,M302243,M302246,M302286,M302258,M302279,M302283,M302268,M302251,M302273,M302262,M302256,M302266,M302281,M302248,M302263,M302288,M302265,M302271,M302255,M302260,M302284,M302254,M302287,M302242,M302245,M302250
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,3.474,0,5.987,0.942,2.096,0.994,0,0,3.017,1.834,2.333,2.684,3.054,0.924,0,0,3.147,0,4.38,3.681,0,1.465,1.785,1.816,1.18,3.204,0,4.298,2.075,0,1.881,3.135,1.187,0,0,1.575,1.872,0,3.914,5.746,0,2.993
D300430:bin_000010,1.74,2.068,8.439,2.855,2.454,3.563,0,0,4.148,1.856,5.376,7.419,2.779,0,0,0,9.099,0,7.76,4.884,0,6.82,3.752,1.811,1.223,8.712,2.167,3.866,2.511,5.835,4.078,2.543,3.434,1.321,1.67,2.704,7.613,0.746,5.504,7.5,0,4.871
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,2.021,0.773,6.252,2.814,1.491,3.794,0,0,4.959,1.779,3.856,2.12,1.863,1.285,0,0,8.693,0,7.634,3.476,0,3.81,3.5,1.555,1.223,7.44,2.644,4.305,2.517,3.202,5.066,2.479,5.2,1.246,1.142,1.33,8.641,1.342,5.548,7.247,0,5.824
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0.86,0,0,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0,1.477,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821
D300444:bin_000010,9.872,5.566,22.39,7.641,8.583,8.354,0,0,20.56,6.039,11.988,64.997,8.876,4.615,0,0,37.916,0,26.94,13.691,0,19.933,13.458,7.302,5.158,25.714,9.21,14.041,14.36,10.802,16.011,11.772,16.351,5.311,5.85,5.997,37.398,4.373,24.856,21.912,0,16.283
D300452:bin_000016,0,1.535,2.684,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571,0,0,2.054,0,0,0,0,0,2.542,0,0,0,0,0,0,0,0,0,0,0,0,2.127,2.336,0,0
D300458:bin_000001,6.774,1.042,12.546,2.261,4.246,2.268,0,0,7.458,4.145,5.132,5.258,6.759,2.037,0,0,7.597,0,10.134,7.92,0,2.325,5.081,3.022,2.665,5.818,2.039,8.072,5.229,0.974,4.164,4.846,2.348,1.025,0,3.162,3.663,0,8.236,13.966,0,6.068
D300462:bin_000001,26.311,15.612,64.824,27.822,20.471,32.086,0,0,74.952,22.806,48.447,59.871,31.547,15.817,0,0,116.65,0,97.407,50.527,0,68.394,52.032,21.437,13.596,90.988,36.468,44.365,38.331,41.589,54.936,48.985,41.181,13.945,14.502,17.359,106.241,10.524,79.28,84.899,0,57.493
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,17.685,6.005,39.043,12.827,8.517,18.144,0,0,11.131,29.3,19.925,53.043,31.676,5.182,0,0,19.755,0,13.197,33.634,0,46.184,10.821,13.531,2.127,47.944,14.437,6.577,10.631,15.715,2.554,10.382,5.953,5.478,1.767,7.802,33.434,2.451,42.137,14.33,0,2.901
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,10.183,5.032,24.6,7.128,8.127,15.714,0,0,29.215,9.841,17.308,28.688,14.092,6.776,0,0,31.199,0,34.049,24.811,0,19.082,16.076,11.895,3.996,31.828,8.618,15.774,8.523,13.767,17.429,11.62,18.144,4.626,5.181,8.968,32.869,3.388,28.31,31.355,0,17.159
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,15.087,6.577,33.149,6.807,10.157,12.278,0,0,22.998,9.856,13.109,54.905,15.768,5.615,0,0,32.22,0,16.985,23.407,0,13.198,16.467,13.917,8.461,25.091,9.508,23.075,11.995,11.372,11.383,8.994,12.311,5.384,4.757,13.73,24.969,4.6,23.887,27.128,0,11.983
D300493:bin_000002,0,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,3.469,1.428,5.579,1.594,1.943,2.603,0,0,5.194,1.863,3.821,5.044,2.559,1.351,0,0,5.81,0,5.477,2.77,0,4.367,2.021,1.043,1.143,6.072,4.326,3.634,2.093,1.573,3.299,2.571,4.118,0.874,1.212,1.462,4.497,0.861,6.114,3.893,0,6.277
D300500:bin_000011,0,6.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
