genome,M301986,M301966,M301991,M301987,M301975,M301960,M301988,M301973,M301977,M301981,M301992,M301997,M301982,M301980,M301971,M301961,M301970,M301994,M301965,M301962,M301978,M301954,M301967,M301990,M301955,M301996,M301998,M301957,M301985,M301976,M301995,M301969,M301979,M301956,M301974,M301959,M301989,M301983,M301968,M302001,M301964,M301999
GPB:bin_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000028,0,0,0,0.888,3.085,1.468,0.754,0,0.898,1.555,0,0,0,1.432,0.733,0,4.531,3.637,0,2.255,0,2.84,1.677,0,1.27,0,1.331,0,0,0,1.497,0,1.103,0,0,1.088,0,0,0,0,0,0
GPB:bin_000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000031,0,0,0,0,0,0,0,0,0,0,0,5.699,0,7.139,5.744,0,0,0,0,0,0,0,0,5.504,6.623,0,0,0,7.595,0,6.421,0,7.529,0,0,0,3.808,3.499,0,0,0,0
GPB:bin_000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000033,1.487,0,0,0,3.546,1.631,0,1.539,1.18,0,0,0,0,1.397,0.953,0,2.199,3.275,0,1.078,0,1.111,1.701,0,1.206,0,1.842,1.244,1.298,0,0,0,1.287,0,0,0,0,0,0,0,0,0
GPB:bin_000034,12.767,1.672,7.304,7.041,8.36,9.449,7.428,9.504,9.524,12.843,6.989,7.233,4.065,11.735,6.856,1.177,10.85,7.764,5.401,7.257,7.68,6.871,14.443,5.822,9.808,0,13.949,6.799,12.04,6.918,7.71,8.085,9.677,0,5.354,8.152,3.537,6.644,10.308,2,7.556,4.003
GPB:bin_000035,0,0,0,0,1.521,0,0,0,0,0,0,0,0,0,0,0,6.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000039,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000053,41.801,8.108,24.128,18.396,19.216,16.883,22.601,22.499,24.682,29.456,22.322,22.081,10.501,26.031,19.674,3.288,24.446,14.841,15.735,25.464,17.98,11.743,38.323,18.159,26.909,2.47,38.751,14.471,24.711,14.225,20.078,20.567,22.586,0,23.038,22.711,14.609,13.113,22.767,5.542,16.996,10.254
GPB:bin_000054,11.131,1.697,7.673,3.801,6.896,6.954,9.571,7.162,9.25,10.763,7.117,7.041,3.968,11.028,5.937,0,8.817,7.455,4.5,5.691,6.249,3.209,15.209,5.803,8.594,0,13.405,5.62,9.131,5.426,6.458,7.027,11.133,0,4.773,6.891,3.345,3.067,9.086,2.171,4.25,3.633
GPB:bin_000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000059,11.212,1.725,5.794,6.789,5.987,6.247,8.119,6.158,16.527,11.702,5.102,8.816,2.995,11.153,6.374,1.203,6.791,8.817,5.591,6.489,6.76,5.719,14.492,5.227,8.101,0,15.52,4.935,11.291,5.053,7.155,10.2,9.922,0,5.935,7.362,3.619,6.184,9.509,1.717,6.135,3.343
GPB:bin_000060,6.143,0.93,3.069,2.611,2.652,2.494,2.969,3.335,3.661,3.891,2.911,2.944,1.898,4.374,2.31,0,3.283,2.373,1.894,2.554,2.398,1.782,5.603,2.459,3.543,0,5.68,2.239,5.222,1.717,3.373,3.269,3.423,0,2.391,3.558,1.672,1.587,3.13,0,2.202,1.542
GPB:bin_000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000065,4.466,0.908,2.514,1.196,3.75,2.347,2.84,4.065,5.169,4.143,3.236,2.441,1.393,6.266,2.639,0,2.911,1.903,2.661,2.721,3.575,0.992,6.783,2.025,4.829,0,5.977,3.283,4.044,1.822,2.822,3.836,3.971,0,1.79,2.162,1.66,2.065,3.587,0.86,3.14,1.245
GPB:bin_000067,0,0,0,0,0,1.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0,0,0,0,3.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000078,4.831,0.771,2.814,2.724,2.721,2.129,2.718,2.172,2.841,2.616,2.915,2.071,1.276,3.124,1.602,1.099,2.084,2.609,2.053,2.225,2.034,1.917,4.67,1.851,3.834,0,6.184,1.938,4.35,1.929,4.113,2.72,2.265,0,1.56,3.22,1.274,1.537,2.732,0.741,1.966,1.118
GPB:bin_000080,1.386,0,0,0,0.764,0,0.952,1.029,0,1.247,0.855,0.987,0,0,0,0,1.281,0,0.735,0,0,0,1.028,0.746,1.104,0,1.449,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0
GPB:bin_000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000085,32.82,5.052,21.672,11.959,29.092,27.222,20.421,24.104,29.765,35.517,24.755,21.06,11.729,37.61,20.258,2.997,34.831,32.842,15.471,24.804,19.858,16.019,47.741,19.634,30.904,1.906,43.108,23.529,30.674,16.456,25.764,24.139,37.67,0,17.341,24.49,10.942,13.972,26.955,6.5,18.667,12.196
GPB:bin_000086,5.187,0,4.088,0,2.971,2.788,2.281,9.9,10.874,4.515,2.664,3.183,1.649,5.411,2.686,0,5,4.898,1.949,18.173,2.744,9.613,7.971,2.24,4.885,0,7.691,3.194,0,2.907,2.635,4.045,5.181,0,2.414,2.955,1.983,4.958,4.586,1.405,2.461,1.398
GPB:bin_000087,36.853,4.027,16.131,11.698,14.875,13.629,19.521,15.275,21.468,19.452,16.88,15.694,6.422,21.235,12.54,3.199,24.022,13.265,9.549,20.567,10.964,12.001,28.948,14.176,19.654,2.204,32.288,11.517,19.867,10.364,17.47,13.245,17.862,0,11.411,16.781,9.249,12.022,18.682,4.656,9.426,11.092
GPB:bin_000088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000089,17.864,0,9.604,6.778,7.336,6.179,10.284,8.509,9.71,11.961,9.138,8.899,4.137,11.309,6.644,0,8.646,5.475,6.043,7.311,5.716,4.339,16.479,7.536,10.931,0,14.973,5.881,10.634,5.908,8.234,8.923,9.904,0,6.566,9.302,5.367,5.324,9.616,0,6.302,4.669
GPB:bin_000092,5.843,0,3.547,0,3.106,2.7,3.895,3.21,3.56,4.617,3.144,3.292,1.761,5.999,2.668,0,3.219,2.714,2.462,2.973,2.389,0,6.226,2.628,5.018,0,5.918,2.385,3.969,0,3.127,3.158,4.479,0,2.415,3.314,0,2.163,4.133,0,2.327,0
GPB:bin_000093,22.265,2.246,11.159,10.044,6.38,5.57,12.316,10.427,10.791,11.593,9.192,10.898,4,11.008,6.139,0,6.37,5.177,8.268,7.5,6.348,5.131,19.244,9.344,13.485,1.188,15.85,6.201,14.913,6.149,9.965,8.193,7.817,0,6.579,9.825,7.347,7.074,10.654,2.079,5.5,7.721
GPB:bin_000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000104,9.281,1.808,5.385,5.425,5.123,4.454,8.612,6.456,11.922,11.675,4.853,7.153,2.394,10.874,5.893,0,4.651,6.968,5.358,4.673,6.781,5.565,12.218,5.446,7.098,0,14.787,17.479,12.714,4.849,6.639,7.221,12.991,0,6.829,6.064,2.536,3.476,8.522,1.677,5.971,4.022
GPB:bin_000111,161.742,14.332,67.663,58.63,48.262,41.297,75.722,56.143,83.656,96.503,74.442,67.626,27.066,92.805,46.486,15.799,56.804,47.272,52.085,64.231,50.919,33.126,122.765,49.963,95.31,12.392,126.743,42.358,94.268,48.664,87.499,67.249,72.984,0,43.376,62.328,41.602,44.447,73.112,18.958,39.8,36.259
GPB:bin_000112,0,0,0,0,0,0,0,0,2.739,0,0,0,0,3.144,0,0,0,2.336,0,2.26,0,0,3.915,0,2.715,0,3.816,0,2.831,0,2.308,0,3.1,0,0,0,0,0,0,0,0,0
GPB:bin_000113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000115,0,0,1.043,0.866,0.978,0,0,0.803,0,0,1.633,1.127,0,1.44,0,0,0,0,0.926,1.286,0,0.877,1.277,0.748,1.245,0,1.263,0,0.931,0,0.932,0.802,1.227,0,0,1.076,0,0,0,0,0,0
GPB:bin_000116,5.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835,0,0,0,0,3.378,0,0,0,0,0,0,0,0,0,0
GPB:bin_000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000124,19.111,2.912,10.249,7.144,11.649,8.307,11.816,10.4,12.093,15.658,10.371,10.844,5.11,17.598,7.833,1.778,12.948,9.114,7.307,9.507,8.395,5.574,18.658,9.307,12.745,1.618,19.792,7.129,14.594,7.832,10.228,10.225,11.795,0,6.924,8.929,5.007,6.159,12.284,2.475,8.431,5.336
GPB:bin_000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000126,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955,0,0,0,0,0,1.948,0,0,0,0,0,0,0,1.986,2.413,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000127,54.386,6.916,30.411,24.707,36.913,28.902,36.97,36.186,36.256,41.935,30.403,31.023,17.178,50.218,28.079,8.971,36.983,33.597,18.592,36.228,24.245,19.15,62.311,32.117,45.469,5.402,57.805,26.889,41.683,22.019,32.408,35.881,43.829,0,26.886,31.714,18.341,15.88,35.676,8.702,22.929,17.463
GPB:bin_000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000130,7.21,2.253,6.413,3.491,8.834,8.67,5.69,8.012,12.893,10.35,6.846,3.841,4.78,21.136,6.834,2.368,12.3,20.035,5.028,7.28,12.287,5.56,16.844,4.294,12.166,1.616,15.658,6.811,19.083,5.827,12.33,11.882,23.558,0,4.639,4.787,2.972,7.25,11.429,3.325,4.356,2.636
GPB:bin_000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294,0,0,0,0,0,0,0,0,0
GPB:bin_000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000135,5.804,0,2.924,1.998,3.253,2.349,3.491,3.035,3.393,5.461,3.984,3.471,0,5.745,2.3,0,3.952,2.497,3.118,3.074,2.308,0,5.791,2.823,4.254,0,5.644,3.146,4.773,2.243,3.075,3.713,4.058,0,2.269,3.495,1.703,2.045,3.371,0,2.904,2.058
GPB:bin_000136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000140,1.223,0,0,0,1.485,1.469,0,0.881,0.838,0.968,0.82,0,0,1.294,0.821,0,2.3,1.033,0,0.914,0,0.797,1.278,0.959,1.184,0,1.372,0,0,0,1.275,0,0.985,0,0,0,0,0,0,0,0,0
GPB:bin_000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000143,44.339,9.391,23.911,18.121,25.444,16.211,25.458,25.142,27.798,37.037,24.604,27.228,11.005,30.916,17.294,3.923,24.981,16.255,15.815,18.499,13.231,9.721,49.477,23.614,29.093,5.87,42.291,18.466,24.697,11.87,18.112,25.2,28.981,0,20.248,24.056,12.987,15.125,31.709,5.118,17.133,11.902
GPB:bin_000145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000147,8.351,0,0,0,0,0,0,0,0,6.181,0,0,0,0,0,0,0,0,0,0,0,0,8.107,0,0,0,7.415,0,0,0,0,0,5.099,0,0,0,0,0,0,0,0,0
GPB:bin_000148,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,1.111,0,0,1.129,0,1.028,0,0.898,0,1.058,0,1.271,0,1.101,0,2.072,0,0,0,0,0,0,0,0,0
GPB:bin_000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
