genome,M301718,M301760,M301728,M301745,M301717,M301724,M301752,M301753,M301736,M301739,M301720,M301750,M301761,M301738,M301741,M301759,M301727,M301723,M301742,M301733,M301722,M301726,M301721,M301731,M301756,M301719,M301758,M301734,M301754,M301737,M301715,M301747,M301743,M301748,M301730,M301755,M301735,M301725,M301740,M301751,M301749,M301714
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,7.782,0,2.165,2.425,11.228,5.428,4.459,0,1.622,5.723,5.132,0,0,2.882,5.017,9.315,0,1.773,10.278,4.158,2.543,6.144,1.919,0,4.95,5.277,4.493,9.449,7.413,1.69,7.959,3.587,7.673,9.929,3.242,5.893,7.826,5.088,1.912,4.479,3.641,5.956
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,4.681,0,1.329,1.912,6.298,3.513,2.196,0,1.337,3.048,1.643,0,0,1.816,2.971,4.505,0,1.17,6.912,4.681,1.113,4.35,1.094,0,4.834,3.946,2.235,6.393,4.556,1.339,4.534,0,6.588,6.307,1.541,4.708,4.689,2.618,1.285,2.105,2.297,4.263
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,9.275,0,4.154,6.193,13.586,8.678,6.85,0,3.285,8.272,9.135,0,0,4.65,10.418,8.444,0,4.154,18.377,8.321,13.753,8.479,5.347,4.416,12.975,11.937,6.913,10.507,23.935,4.244,8.599,4.666,14.197,25.305,7.489,12.284,6.946,4.95,5.746,9.398,5.894,16.077
D300443:bin_000002,7.523,0,1.264,2.899,6.356,4.157,3.236,0,0.855,3.732,3.705,0,0,1.404,3.726,5.275,0,1.63,9.569,2.192,2.473,3.794,1.511,1.194,2.643,3.221,2.879,7.138,4.38,0,4.874,0.991,4.432,8.012,2.862,5.388,2.694,3.768,1.287,3.59,1.842,4.234
D300443:bin_000003,1.998,0,0,0.712,1.917,0.886,0,0,0,1.052,0,0,0,0,1.645,2.269,0,0,2.421,1.503,0,1.296,0,0,2.051,1.42,0.766,2.264,2.05,0,1.319,0,2.524,1.887,0,1.735,1.378,1.455,0,0.82,0,1.232
D300444:bin_000010,20.776,0,5.093,7.711,26.326,12.524,11.529,0,6.25,11.937,11.734,0,0,6.956,14.67,19.815,0,4.647,28.64,19.132,8.313,19.338,5.282,5.052,21.659,14.223,13.703,25.149,20.954,3.51,23.799,6.124,32.392,26.535,6.028,20.133,15.791,12.313,8.137,13.433,8.516,15.956
D300452:bin_000016,12.196,0,3.208,6.403,17.297,7.451,5.699,0,3.191,7.249,9.091,0,0,4.09,10.927,18.379,0,4.223,13.704,8.419,5.739,9.967,4.94,1.761,8.956,8.635,6.99,15.101,10.4,3.574,15.02,3.781,16.917,17.283,3.712,7.655,12.617,7.389,3.855,10.782,4.771,8.743
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,3.118,0,0,0.991,4.622,1.232,2.187,0,0,2.241,1.551,0,0,1.112,1.71,1.271,0,0,3.918,1.257,1.132,4.175,1.058,1.22,1.98,1.777,2.077,3.374,4.067,0,3.003,1,4.003,3.759,1.223,3.833,1.44,1.226,0.835,1.302,1.627,2.416
D300479:bin_000005,2.519,0,0.998,1.793,3.853,1.933,1.924,0,0.84,1.893,1.226,0,0,1.181,2.085,2.755,0,0.776,4.146,2.283,1.599,2.531,0,0,3.602,2.283,1.951,4.495,2.755,0.676,3.204,0.966,3.994,4.245,0.898,4.374,2.367,1.448,1.038,1.618,1.044,2.656
D300481:bin_000002,6.69,0,2.533,3.437,8.492,5.051,3.526,0,1.013,4.649,5.43,0,0,2.777,5.19,10.327,0,1.654,8.857,5.355,3.179,4.464,2.588,0,5.74,4.919,4.541,10.749,6.046,1.516,9.28,2.458,8.695,8.605,3.42,4.763,6.62,4.069,2.727,5.683,2.33,4.232
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,4.512,0,1.446,2.357,6.98,4.082,2.204,0,1.412,3.034,4.152,0,0,1.423,3.648,5.758,0,1.303,6.114,4.358,1.607,4.109,2.05,1.012,3.869,4.241,2.928,7.147,3.337,0.945,4.288,1.336,5.701,6.377,2.007,3.702,4.636,3.823,1.906,2.344,1.686,3.099
D300493:bin_000002,142.882,2.242,33.133,75.654,156.373,85.369,74.952,18.191,31.547,84.696,93.696,1.969,0,49.005,61.145,136.033,0,28.967,156.532,87.429,45.662,132.333,56.451,22.508,81.286,120.633,85.517,173.051,75.343,34.883,140.422,48.629,122.243,190.56,31.307,87.836,112.843,82.922,51.512,61.257,65.917,118.958
