genome,M304469,M304467,M304487,M304367,M304457,M304454,M304488,M304375,M304379,M304377,M304463,M304465,M304376,M304474,M304470,M304479,M304486,M304397,M304478,M304392,M304385,M304369,M304482,M304358,M304400,M304372,M304401,M304362,M304389,M304459,M304484,M304386,M304466,M304366,M304493,M304452,M304368,M304370,M304489,M304460,M304462,M304481,M304394,M304483,M304477,M304490,M304471,M304451,M304381,M304475,M304363,M304359,M304492,M304497,M304396,M304364,M304472,M304382,M304398,M304387,M304491,M304395,M304388,M304356,M304495,M304374,M304498,M304380,M304494,M304468,M304391,M304453,M304360,M304355,M304458,M304480,M304378,M304390,M304464,M304373,M304402,M304384,M304357,M304455
00:bin_000002,0,6.977,4.253,7.701,0,4.432,7.538,0,15.364,10.45,2.021,9.073,11.864,8.31,14.248,6.519,8.83,11.008,4.462,8.852,6.96,0,7.646,12.088,18.803,9.252,9.401,8.383,12.29,21.229,6.809,9.726,5.52,14.779,5.963,8.357,11.903,7.973,8.057,8.392,11.563,5.29,0,3.741,7.177,13.801,10.846,7.823,11.145,10.949,8.768,12.621,12.427,4.479,15.64,8.317,9.025,15.2,19.552,11.708,12.683,15.289,18.674,19.589,6.399,11.277,5.597,9.612,7.318,4.759,6.039,6.827,10.855,14.099,9.595,6.686,16.049,7.578,11.876,15.588,6.102,14.192,17.636,10.219
00:bin_000004,0,12.397,16.004,15.403,0,14.539,18.755,0,25.982,34.786,5.3,9.775,16.373,7.714,21.885,19.613,10.514,12.314,10.364,22.804,16.883,0,15.091,9.089,34.228,19.716,17.77,11.553,18.255,25.18,10.116,14.856,17.669,20.031,8.078,8.649,19.526,12.92,13.539,9.587,11.301,18.218,99.664,4.891,12.418,18.693,16.595,9.763,31.662,15.408,23.14,14.346,15.875,14.751,25.41,24.31,9.744,31.527,26.141,31.823,16.466,10.858,21.794,20.059,0,22.234,6.445,26.761,16.453,11.582,21.734,7.598,6.102,21.262,9.979,17.713,21.126,9.486,11.833,26.976,39.584,29.19,37.546,12.745
00:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594,0,0,0,0,0,0,0,0,0,0,1.383,0,0,0,0,0,0,0,0,0,0
00:bin_000024,0,0,0,0,0,0,0,0,2.059,0,0,2.27,2.197,1.039,0,0,0,3.198,0,1.003,0,0,0,0,0,0,2.232,0,2.085,3.759,1.28,0,1.22,0,1.235,1.732,0,0,0,1.382,0,1.398,0,0,0,0,1.438,0,1.967,1.473,1.411,2.69,0,0,2.158,0,1.59,2.592,3.211,3.139,0,0,0,2.596,0,1.336,0.927,1.645,0,0,0,0,0,1.674,1.824,0,0,0,0,0,2.41,1.712,1.932,0
00:bin_000030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916,0,0,0,0,0,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000040,0,1.983,1.295,2.517,0,4.288,1.752,0,6.163,6.351,1.16,2.498,1.829,2.614,0,3.728,0,2.983,1.386,5.179,2.757,0,2.91,2.821,5.5,2.388,0,2.445,5.772,12.048,2.27,3.438,3.161,2.025,1.874,1.252,6.728,0,2.542,2.408,2.451,3.159,0,0.878,2.168,0,4.463,3.646,5.22,2.877,4.388,4.411,2.232,2.06,5.179,3.076,2.672,4.572,4.538,7.194,0,0,8.821,9.285,0,1.98,0,5.738,3.024,1.713,5.919,1.824,2.4,6.652,1.817,1.615,2.545,0,2.595,3.155,1.686,5.263,5.898,0
00:bin_000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,0,0,1.417,0,0,0,0,0,0,0,0,0,1.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983,2.059,0,0,0,0,0,0,0,0,0,0,1.035,0,0,0,0,0,1.453,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402,1.412
00:bin_000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.433,0,1.186,0,0
00:bin_000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000162,0,0,2.115,2.422,0,2.255,3.057,0,7.228,4.375,0.844,2.923,3.496,3.721,1.254,2.259,3.971,3.827,1.806,4.113,4.928,0,3.127,4.011,6.085,4.939,8.039,4.088,3.637,11.505,4.165,0,4.109,6.058,1.572,1.798,4.787,3.991,2.971,6.263,3.207,3.696,0,1.54,2.833,3.163,3.253,1.989,5.802,2.906,2.36,5.063,4.293,2.508,7.234,3.654,3.977,5.148,8.479,5.346,2.16,0,4.253,10.738,0,4.249,1.743,3.473,1.547,2.222,4.452,1.808,2.849,5.686,2.023,1.664,12.306,0,4.553,3.522,3.229,7.925,8.252,3.829
00:bin_000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000167,0,1.496,1.223,0,0,0,1.873,0,3.138,0,0,0,1.557,1.429,1.3,0,0,3.926,1.948,4.194,3.321,0,0,2.337,4.066,0,2.187,1.805,1.795,3.675,1.253,3.249,2.579,2.909,0,0,2.352,3.302,0,2.535,1.352,2.306,0,0.771,1.633,1.718,3.123,0,2.478,0,1.413,3.828,1.76,0,3.698,1.315,2.489,1.978,6.019,4.061,0,0,3.845,3.239,0,2.328,1.82,0,0,1.198,2.495,0,2.648,8.144,0,1.573,0,0,0,3.463,4.509,2.661,3.097,0
00:bin_000171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:bin_000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332,0,0,0,1.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,1.506,0,0,0,0,0,0,0,0,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
