genome,M302333,M302307,M302294,M302300,M302295,M302335,M302312,M302297,M302311,M302305,M302328,M302326,M302322,M302316,M302299,M302327,M302296,M302308,M302317,M302293,M302310,M302334,M302324,M302298,M302302,M302290,M302306,M302330,M302320,M302336,M302329,M302319,M302313,M302304,M302301,M302291,M302331,M302321,M302314,M302315,M302332,M302325
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,1.965,2.785,1.036,2.59,0.864,2.666,0.628,1.149,1.492,3.512,4.457,7.003,0.995,0,2.301,2.379,1.035,2.335,1.183,0.716,1.075,3.056,3.428,1.955,1.66,1.162,3.264,0,5.881,1.582,3.704,0,1.407,3.003,3.768,0,6.14,2.538,3.816,3.324,1.979,0
D300430:bin_000010,2.851,5.499,0,3.669,1.598,2.052,0.923,3.146,2.037,3.218,3.461,6.846,1.426,0,3.582,2.523,1.688,3.364,2.825,0.935,2.379,1.799,4.234,2.322,2.985,1.938,2.643,1.179,5.36,3.415,6.681,0,1.939,3.126,4.43,0,4.296,2.083,3.929,5.919,2.762,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,13.075,12.218,6.733,11.602,12.726,14.941,3.249,3.177,9.392,10.057,10.738,21.556,7.315,0,13.611,11.832,12.994,16.54,5.071,2.081,10.631,6.048,8.652,8.68,8.55,13.136,8.685,4.194,16.722,8.746,15.769,3.018,7.764,10.725,17.164,2.679,11.259,8.226,15.539,10.939,9.197,2.556
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,1.327,1.415,0,1.221,0.861,1.13,0,0,0,1.236,1.173,2.086,0,0,1.114,0.882,0,1.159,0,0,0,0,1.021,0.743,0.865,0,0.843,0,1.464,0,1.206,0,0,1.23,1.331,0,1.51,1.015,1.224,1.563,0.839,0
D300444:bin_000010,13.276,13.722,3.906,10.203,4.981,8.648,2.001,4.947,7.036,11.912,9.318,18.29,6.657,0,10.315,9.084,4.829,10.165,3.759,2.553,9.839,4.474,8.772,6.818,8.226,3.965,5.289,3.557,13.712,5.472,16.307,3.506,5.832,7.528,13.534,0,15.025,7.5,11.277,9.825,6.641,2.062
D300452:bin_000016,2.697,4.25,0,2.691,1.888,2.629,0,1.435,0,3.401,3.025,4.77,0,0,3.285,2.664,0,3.035,0,0,1.898,2.186,3.791,1.533,2.028,0,0,0,3.433,1.666,3.005,0,0,1.872,3.733,0,2.852,2.429,4.041,3.621,2.408,0
D300458:bin_000001,7.608,12.596,3.059,10.374,4.014,6.511,2.003,6.581,5.89,10.769,9.427,21.014,3.965,0,9.2,6.713,3.236,8.994,4.019,2.398,4.027,7.781,7.805,5.844,6.494,3.666,11.365,2.873,14.218,3.692,9.357,2.785,5.188,9.987,12.37,0,13.037,8.405,11.675,11.221,7.709,3.207
D300462:bin_000001,44.524,60.469,18.877,45.132,27.818,38.883,10.334,21.923,31.754,47.33,42.36,89.853,21.058,0,54.064,36.068,25.289,53.403,16.839,12.132,33.805,28.008,36.12,25.303,30.588,24.899,33.689,14.104,66.419,29.158,61.847,12.995,26.473,45.004,60.672,4.436,62.841,36.814,47.642,49.348,30.626,8.852
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,3.116,2.533,0,8.242,1.063,4.65,0,12.543,1.739,4.572,20.026,40.954,0,0,4.774,0,1.203,16.254,0,0,16.287,1.272,1.15,1.126,1.781,1.037,0,0,2.335,1.06,3.508,0,1.044,1.207,7.67,0,4.101,6.29,1.77,1.602,1.973,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,22.926,21.299,11.179,24.202,18.147,14.391,6.897,9.425,16.133,25.119,27.721,65.772,9.543,0,32.468,19.168,12.015,18.729,10.737,7.372,15.116,13.368,18.034,18.075,13.577,13.212,25.366,7.486,36.383,17.631,32.317,7.283,10.942,18.625,38.083,2.981,36.021,35.908,28.997,18.197,13.345,4.478
D300482:bin_000009,4.876,4.183,1.625,3.93,2.551,4.62,0,2.327,2.847,4.851,3.466,7.813,2.052,0,4.928,2.943,2.322,4.638,0,0,3.444,2.347,3.395,3.23,3.558,2.85,3.018,1.681,5.457,2.916,5.704,0,2.266,3.835,5.584,0,4.788,3.794,5.159,4.811,3.064,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,15.033,18.66,4.093,17.256,5.965,12.463,3.888,7.148,7.88,20.569,14.036,47.214,6.62,0,18.114,18.189,8.175,21.746,8.59,2.78,11.571,11.169,17.717,10.086,14.378,10.773,10.225,5.162,33.069,10.061,21.643,6.962,11.012,18.618,20.541,0,17.86,19.973,18.454,23.466,14.05,2.723
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
