genome,M302233,M302225,M302232,M302218,M302236,M302220,M302211,M302229,M302231,M302214,M302235,M302207,M302222,M302213,M302199,M302210,M302198,M302237,M302203,M302201,M302239,M302230,M302238,M302216,M302226,M302206,M302223,M302217,M302200,M302209,M302204,M302196,M302241,M302194,M302224,M302234,M302219,M302227,M302212,M302205,M302208,M302195
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,4.885,0,2.475,1.824,4.393,6.154,3.071,2.91,2.913,2.587,2.574,3.746,3.824,5.142,3.427,2.74,3.566,3.371,0,8.821,2.107,2.206,3.024,2.986,4.354,5.62,2.983,2.978,4.778,0,0,5.761,3.489,2.717,3.6,1.981,1.957,1.878,3.164,0,0,7.856
D300430:bin_000010,5.308,0,4.022,3.931,5.529,4.466,4.041,2.643,3.858,5.194,2.629,5.161,1.639,6.836,3.406,4.004,5.025,4.804,0,3.314,2.429,2.931,3.557,3.265,4.811,3.679,3.391,2.041,2.495,0,0,5.861,2.001,2.844,5.435,2.499,3.643,2.239,6.25,0,0,5.675
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,3.327,0,2.924,1.337,4.142,2.034,3.628,1.243,2.455,3.8,1.112,3.264,1.92,4.803,1.971,2.222,1.358,1.94,0,1.862,1.387,1.83,1.573,3.9,5.717,2.129,2.256,1.992,1.761,0,0,2.394,2.083,2.597,1.769,1.184,2.242,3.424,2.172,0,0,2.762
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,14.603,0,12.48,7.233,15.969,9.337,16.849,8.455,9.089,12.479,7.066,15.972,9.43,20.729,10.271,10.83,9.067,9.996,0.79,15.817,7.008,8.825,7.602,16.796,30.473,12.095,10.424,12.145,11.261,0,0,11.608,8.535,11.765,7.465,5.784,13.916,14.72,12.492,0,0,15.541
D300452:bin_000016,3.698,0,1.894,0,4.147,2.882,3.442,1.825,2.577,2.785,2.35,2.734,3.376,3.781,2.313,1.669,2.101,5.382,0,4.134,1.562,3.239,2.356,3.141,5.023,3.044,2.134,2.218,2.017,0,0,9.079,2.447,1.806,4.069,0,3.118,2.455,0,0,0,4.922
D300458:bin_000001,18.093,0,12.484,11.178,21.567,28.057,14.133,12.436,12.969,14.8,12.429,17.493,17.153,22.943,17.073,13.202,14.449,18.835,0.883,42.639,9.912,12.856,15.905,13.13,21.409,27.111,12.726,15.244,20.778,0,0,27.937,14.613,11.359,17.111,11.388,11.616,10.784,16.395,0,0,32.546
D300462:bin_000001,30.969,0,30.39,16.121,33.222,23.872,41.897,21.016,21.675,32.413,15.568,38.134,21.282,46.44,27.03,23.844,19.314,23.858,1.712,28.874,15.932,21.059,20.249,34.897,60.604,29.591,19.365,24.182,22.889,0,0,32.163,17.594,29.175,18.107,15.938,30.102,36.683,32.654,0,0,28.13
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,3.415,0,2.531,1.773,1.841,5.725,44.572,21.078,41.531,9.67,14.462,2.161,17.535,77.572,6.514,3.326,1.181,33.856,0,12.464,3.067,5.59,26.986,9.007,12.58,6.897,8.078,27.782,1.401,0,0,139.374,8.776,3.682,35.537,1.274,11.694,11.246,5.753,0,0,31.093
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,35.585,0,35.465,12.825,36.428,46.491,39.209,16.151,37.354,25.721,22.68,37.641,25.138,54.798,36.66,23.854,21.46,38.923,1.221,42.249,16.635,26.19,29.899,32.089,48.423,34.647,24.753,32.978,27.027,0,0,35.929,28.502,26.561,26.162,17.933,25.829,24.513,28.704,0,0,55.267
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,15.721,0,4.465,4.694,13.837,9.805,7.89,5.074,11.989,4.574,5.885,7.724,5.943,11.323,7.433,8.19,4.196,10.888,0,15.775,4.204,6.675,10.405,7.397,18.005,13.335,4.633,4.103,13.758,0,0,19.528,5.771,14.354,7.961,5.149,4.157,9.276,5.532,0,0,25.427
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,1.472,0,0.907,0,0,0,0,0,1.13,0,0,0,0,1.15,0,0.799,0,1.364,0,1.189,0,0,0,1.059,2.378,1.271,0,1.694,1.159,0,0,1.222,1.95,0.891,0,0,0,1.167,0,0,0,2.611
