genome,M301701,M301694,M301671,M301704,M301672,M301680,M301678,M301693,M301667,M301669,M301709,M301676,M301675,M301687,M301695,M301708,M301699,M301712,M301688,M301666,M301682,M301685,M301681,M301706,M301703,M301673,M301700,M301692,M301698,M301691,M301690,M301697,M301713,M301686,M301684,M301705,M301689,M301670,M301674,M301677,M301711,M301707
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,1.155,1.781,1.511,0,1.215,1.073,0.675,1.078,0,0,1.346,1.102,1.596,0.917,0.838,0,0,0.645,2.154,0.846,0,0,0,1.494,0.726,1.528,0,1.737,1.469,1.134,1.351,0.69,0,0,0,2.217,1.694,1.074,1.491,0.767,1.475,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,5.098,4.392,5.465,0,4.939,3.201,0,5.063,0,0,5.894,4.316,3.511,0,3.005,0,3.318,0,9.206,3.425,0,0,2.159,0,4.684,0,3.39,5.041,5.094,4.428,4.988,0,0,0,0,6.201,0,2.929,0,3.111,3.776,0
D300443:bin_000002,4.065,4.631,6.243,0,5.882,4.761,1.395,5.868,3.001,1.372,5.514,4.019,4.745,4,2.868,0,2.103,1.55,10.048,3.775,1.39,0,1.991,5.002,5.743,4.823,2.922,4.758,6.227,6.001,5.652,4.271,0,0,2.874,5.945,4.157,2.415,5.02,2.775,2.24,4.403
D300443:bin_000003,0,0,0,0,0,0,0,1.126,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0.942,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033,1.136,0
D300444:bin_000010,20.747,17.485,19.619,0,15.946,11.506,6.496,16.859,11.393,5.34,23.257,14.131,12.984,11.381,9.663,0,9.089,7.08,28.275,14.453,2.93,0,8.322,16.266,13.13,16.267,11.915,14.394,20.885,14.171,15.399,8.526,0,0,8.4,18.757,14.162,11.348,13.025,10.625,14.577,11.585
D300452:bin_000016,16.584,11.838,15.794,0,12.988,8.264,5.995,15.253,13.785,3.55,21.131,9.602,10.106,12.765,8.76,0,6.561,4.927,26.341,9.851,1.575,0,3.703,10.103,15.667,18.069,7.932,13.513,9.957,12.77,14.356,5.589,0,0,11.536,16.824,9.152,9.474,12.186,10.147,9.408,6.934
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0.869,0.847,1.155,0,0.847,1.054,0,0.867,0,0,0.991,0,0.805,0,0,0,0.81,0,1.545,0,0,0,0,0.821,0.85,0.939,0,0,1.1,0,0.843,0,0,0,0,1.824,0,0,0.772,0.883,1.063,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,1.464,1.693,0,0,0,1.69,0,1.923,0,0,1.825,1.789,0,1.548,1.016,0,0,0.902,1.892,1.402,0,0,0,0,1.437,2.339,0,2.048,1.457,2.009,1.785,0.951,0,0,1.696,2.279,1.335,0,0,1.273,0,1.733
D300479:bin_000005,1.783,2.296,1.978,0,1.993,1.579,0.789,1.6,1.103,0,3.141,1.362,2.029,1.427,0.762,0,1.609,0.84,2.891,1.587,0,0,0.861,1.184,1.6,1.898,1.316,1.41,1.939,1.672,1.649,1.126,0,0,0,1.895,1.728,0.754,1.313,1.335,1.617,1.892
D300481:bin_000002,12.374,9.486,12.818,0,8.86,5.075,3.145,11.252,4.594,2.765,13.148,10.507,9.489,7.162,6.822,0,3.587,4.735,15.686,6.67,1.112,0,3.345,8.307,9.622,7.548,6.083,12.399,10.542,7.808,7.786,4.411,0,0,5.665,11.945,8.359,3.403,7.548,5.441,7.143,7.04
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,16.212,11.025,20.818,0,12.301,7.929,5.285,14.373,8.92,5.449,17.594,16.531,10.508,14.849,9.711,0,6.62,6.529,23.504,8.521,1.633,0,8.604,9.165,11.325,10.696,9.316,14.271,14.515,10.677,11.52,7.033,0,0,7.791,14.627,8.228,7.137,10.862,10.005,6.978,9.125
D300493:bin_000002,62.29,58.468,55.884,1.766,50,34.353,17.159,56.025,29.287,20.736,75.756,50.859,41.771,42.275,32.826,0,28.088,26.328,89.959,43.019,7.162,0,24.574,41.362,45.665,46.797,35.156,43.488,49.539,40.716,43.784,24.429,0,1.052,21.831,57.132,36.599,27.875,37.957,34.281,42.654,36.899
D300499:bin_000015,76.199,56.99,79.564,1.923,79.715,49.119,27.541,74.363,40.966,16.12,80.417,69.043,44.465,45.641,35.387,0,30.189,30.715,98.132,47.072,9.558,0,36.368,62.085,71.375,55.555,42.438,55.691,68.216,53.746,54.666,28.024,0,0.92,26.189,70.2,53.462,38.393,52.063,40.113,52.151,35.427
