genome,M301884,M301868,M301869,M301886,M301891,M301902,M301880,M301896,M301903,M301898,M301862,M301877,M301892,M301881,M301866,M301894,M301905,M301878,M301897,M301876,M301887,M301883,M301858,M301872,M301889,M301873,M301863,M301879,M301875,M301899,M301871,M301885,M301895,M301901,M301865,M301890,M301859,M301861,M301900,M301864,M301867,M301882
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,4.271,4.667,6.034,6.788,5.593,0,2.678,4.157,6.261,6.858,0,3.381,5.897,3.798,5.881,0,8.14,4.886,4.868,2.451,4.521,4.262,6.399,0,0,1.701,0,4.386,0,4.006,0,5.082,4.374,0,5.65,6.598,7.556,0,2.791,8.684,2.787,6.208
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,5.194,5.193,2.813,8.355,4.084,0,6.585,5.71,6.022,7.812,0,5.991,4.268,4.344,6.078,0,4.081,4.299,5.752,4.041,5.194,4.07,4.397,1.334,0,3.511,0,2.533,0,3.372,2.446,4.548,4.834,0,3.557,4.822,12.1,0,5.363,5.773,1.893,6.289
D300443:bin_000003,2.955,5.811,5.117,6.003,5.41,0,2.435,5.768,5.802,7.921,0,0,5.828,2.561,2.844,0,5.294,0,6.724,0,3.814,6.284,7.947,0,0,0,0,4.894,0,3.993,0,4.982,4.402,0,4.253,6.867,9.813,0,2.656,6.382,2.08,5.513
D300444:bin_000010,6.374,7.277,6.595,7.825,6.623,0,6.455,7.288,8.843,12.588,0,4.875,6.918,5.562,7.477,0,9.718,4.221,8.309,4.704,6.558,7.297,8.092,0,0,2.599,0,6.568,0,4.559,0,7.638,7.512,0,6.157,7.047,11.853,0,5.212,13.198,4.922,9.732
D300452:bin_000016,16.869,18.64,20.444,25.26,16.334,0,15.533,24.114,21.45,30.465,0,14.028,18.759,17.194,20.981,0,24.149,14.273,25.591,12.28,16.028,20.862,31.746,0,1.393,7.939,0,19.113,0,15.971,0,19.016,18.419,0,20.079,17.111,36.308,0,15.652,28.498,12.936,24.892
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,1.922,2.371,2.664,3.459,2.542,0,0.811,2.675,2.429,3.474,0,0,2.266,1.131,1.309,0,2.784,0,2.92,0,2.12,2.662,4.193,0,0,0,0,2.187,0,2.022,0,2.715,2.481,0,1.81,2.431,3.644,0,1.46,3.1,1.044,2.606
D300474:bin_000012,80.335,82.428,78.872,129.031,76.723,3.424,77.011,78.51,59.359,115.108,0,71.172,84.325,71.053,154.557,0,91.395,74.568,83.157,44.806,56.155,54.396,122.996,4.398,6.418,50.344,0,49.664,0,67.558,10.34,158.767,64.445,0,66.82,45.642,124.627,0,69.405,121.114,43.713,67.174
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,16.38,15.628,19.876,24.511,22.087,0,17.901,18.899,22.84,27.606,0,18.292,18.776,18.864,24.577,0,15.166,15.358,23.938,12.724,15.024,18.299,26.821,0,3.353,10.133,0,7.703,0,14.154,0,20.257,16.001,0,17.331,16.696,31.551,0,16.451,28.713,12.987,21.352
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,4.087,4.56,4.589,6.784,4.075,0,3.419,4.807,4.451,10.146,0,3.723,4.455,4.058,8.481,0,5.262,4.006,5.801,3.389,3.212,3.929,5.276,0,0,1.645,0,4.309,0,3.684,0,6.388,5.176,0,4.843,3.608,7.408,0,4.843,5.575,2.68,6.562
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,8.297,6.843,7.172,12.314,6.272,0,8.369,9.183,9.609,14.657,0,10.748,7.075,9.607,9.891,0,9.469,8.393,8.717,7.452,7.089,8.313,9.827,1.088,5.679,7.576,0,7.936,0,8.657,2.24,9.165,8.82,0,7.592,8.27,12.312,0,9.861,10.287,5.115,9.92
D300492:bin_000003,37.537,38.062,43.589,53.989,41.883,0,29.124,54.778,56.806,73.117,0,38.615,44.9,37.144,45.136,0,47.715,34.235,54.181,23.406,32.803,39.524,54.258,2.43,1.808,15.45,0,45.573,0,32.346,0.873,46.003,42.063,0,43.758,39.388,78.679,0.798,37.702,60.688,25.541,62.539
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
