genome,M302433,M302392,M302419,M302412,M302423,M302409,M302422,M302401,M302428,M302390,M302410,M302429,M302395,M302393,M302404,M302400,M302405,M302397,M302430,M302414,M302394,M302391,M302403,M302418,M302416,M302388,M302406,M302425,M302402,M302399,M302398,M302420,M302387,M302413,M302424,M302431,M302411,M302389,M302426,M302407,M302432,M302415
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,1.549,4.082,2.508,2.507,3.232,1.822,0,0,1.843,3.911,1.363,0,1.255,11.001,0,4.715,0,2.839,2.125,0,1.851,14.465,0,0,3.648,0,5.505,1.232,0,3.814,1.502,0,0,2.394,5.09,1.334,1.415,2.229,1.489,2.923,1.81,2.346
D300430:bin_000010,1.922,4.419,4.35,1.651,0,2.306,0,0,4.082,3.927,2.925,0,2.739,7.145,0,8.049,1.416,2.404,4.658,0,7.092,11.307,0,2.87,7.454,2.065,2.211,1.834,1.704,7.615,2.724,0,0,0,6.944,1.177,1.53,2.815,3.755,4.658,2.472,4.865
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,3.402,8.051,8.046,6.335,3.433,5.728,0,2.619,10.257,10.21,6.357,2.929,14.669,17.316,0,37.898,1.884,8.885,10.698,5.187,25.21,29.387,0,5.805,10.771,10.314,7.492,5.109,4.865,18.259,18.392,1.981,0,5.537,12.348,4.483,3.398,9.129,14.694,13.324,4.569,14.233
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,1.328,0,0,0,1.816,0,1.865,0,0,0.998,0,0,3.025,0,0,0,0,0,0,0,2.327,1.298,0,0,0,1.583,0,0,0,0,0,0,0
D300444:bin_000010,2.441,4.878,6.735,4.234,2.829,3.963,0,2.633,8.029,6.655,5.068,1.749,5.317,18.769,0,21.792,3.831,4.344,11.544,2.986,9.509,28.97,0,4.184,8.417,8.724,8.457,2.864,3.974,16.513,6.804,3.051,0,5.643,14.366,3.745,3.502,5.299,5.932,12.376,4.48,10.633
D300452:bin_000016,0,3.075,1.971,0,0,0,0,0,5.536,2.581,0,0,0,4.922,0,5.84,0,0,2.488,0,3.628,7.161,0,0,3.01,2.384,3.127,0,0,4.697,2.256,0,0,2.789,4.849,0,0,0,1.951,3.613,0,3.331
D300458:bin_000001,5.219,9.016,10.833,8.531,9.054,7.406,0,3.785,7.65,13.835,7.094,2.208,5.746,20.123,0,16.86,3.106,5.827,8.982,3.229,9.02,44.234,0,6.212,9.619,8.858,24.627,4.271,2.914,16.561,5.761,2.364,0,7.101,24.079,4.859,6.248,10.85,7.026,15.545,8.615,9.307
D300462:bin_000001,16.009,32.877,34.628,32.459,22.626,25.046,0,13.59,39.577,40.021,25.564,7.906,36.96,79.15,7.042,103.319,19.968,34.005,52.99,18.164,58.104,171.996,1.57,23.619,49.127,47.518,61.25,21.336,15.869,81.784,44.665,10.264,0,26.87,74.328,18.247,17.325,37.176,38.285,59.678,23.532,52.7
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,1.52,0,3.955,0,0,0,0,0,4.471,2.812,0,0,4.958,0,0,3.455,12.026,0,2.924,0,0,43.555,1.487,4.412,2.024,7.365,0,1.309,0,17.617,17.078,0,0,5.041,33.799,1.296,0,16.936,0,10.237,3.25,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,6.959,14.149,19.582,15.798,16.35,12.668,0,7.147,18.356,26.642,11.519,2.382,10.026,58.615,2.448,54.733,12.539,10.893,11.029,6.583,40.884,115.345,0.894,8.719,21.917,20.223,39.489,7.379,3.093,38.008,13.176,4.94,0,13.917,31.081,8.415,9.053,13.337,14.205,36.107,17.894,21.482
D300482:bin_000009,0,0,2.966,3.055,0,2.678,0,0,3.527,3.097,2.178,0,3.714,6.399,0,8.959,0,2.359,3.382,1.572,4.414,11.432,0,0,3.724,3.881,3.001,1.799,0,7.778,2.724,0,0,0,5.637,1.8,0,2.541,2.532,4.828,0,3.586
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,5.476,13.096,11.435,10.261,7.597,13.141,0,2.776,12.726,18.542,10.548,2.485,8.289,30.163,1.726,27.217,4.541,11.212,13.345,4.429,13.596,49.865,0,10.692,19.042,17.484,25.323,6.713,3.374,26.068,14.934,5.463,0,12.757,32.675,7.454,5.807,13.829,11.118,23.438,9.873,19.022
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,1.068,0,0,1.849,0,2.039,0,0,0,0,0,2.638,0,0,0,0,0,0,0,3.068,0,0,0,0,1.415,0,0,0,0,1.679,0,0
