genome,M302145,M302106,M302108,M302105,M302122,M302131,M302110,M302129,M302138,M302107,M302098,M302137,M302141,M302100,M302101,M302111,M302113,M302127,M302117,M302104,M302120,M302124,M302135,M302139,M302121,M302123,M302126,M302103,M302144,M302136,M302109,M302140,M302132,M302114,M302130,M302118,M302134,M302115,M302119,M302125,M302143,M302102
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,4.285,2.663,2.798,2.729,7.335,2.108,0,4.448,2.971,3.398,0,3.294,6.514,0,1.911,2.757,2.205,4.153,7.294,3.803,0,0,3.835,5.612,2.962,4.478,4.018,4.619,2.495,0,3.65,3.156,2.359,1.486,3.202,2.239,4.882,3.859,2.696,0,6.072,3.652
D300430:bin_000010,5.755,3.371,5.569,1.567,5.817,3.688,0,5.369,2.681,3.058,0,4.1,6.32,0,4.533,2.567,2.091,6.184,4.648,6.257,0,0,3.078,4.085,4.986,9.92,5.8,5.592,2.946,0,4.65,1.735,1.865,1.664,7.12,1.918,7.853,3.472,4.996,0,3.591,1.299
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,4.308,2.801,4.325,2.926,3.454,1.81,0,3.916,2.125,2.357,0,2.354,2.022,0,2.241,2.025,2.055,2.747,3.132,3.718,0,0,6.051,2.221,1.656,4.068,3.187,2.414,1.77,0,3.786,2.66,0.76,1.063,2.953,2.268,2.794,1.989,2.612,0,2.473,1.428
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,0,0,0,1.109,0,0,0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,14.102,10.911,17.328,11.806,13.838,6.598,0,19.744,9.163,10.559,0,8.288,11.358,0,10.125,8.931,9.9,15.735,13.415,15.118,0,0,18.214,18.724,7.113,20.379,12.266,16.002,7.603,0,15.236,12.024,4.801,4.069,13.02,7.654,9.861,10.502,9.673,0,11.932,6.333
D300452:bin_000016,2.899,2.67,9.738,2.918,11.161,0,0,4.203,1.992,2.324,0,2.024,2.421,0,0,2.417,3.955,3.308,3.436,4.608,0,0,5.976,2.891,2.534,6.83,2.688,2.265,2.142,0,3.748,2.331,0,0,3.497,2.176,2.821,2.342,2.571,0,2.956,3.77
D300458:bin_000001,18.027,11.662,9.317,14.362,31.417,11.795,0,21.417,12.773,23.209,0,14.176,32.207,1.677,9.983,13.232,11.797,22.286,31.928,17.436,0,0,19.124,22.566,17.005,24.153,17.562,28.474,13.139,0,21.29,18.742,8.92,9.384,18.06,11.565,25.007,13.433,12.146,0,27.334,14.029
D300462:bin_000001,38.492,26.794,33.118,21.717,35.333,13.05,0,36.571,16.276,22.801,0,23.489,28.837,1.425,22.522,21.895,17.457,31.076,36.365,35.115,0,0,40.774,29.737,16.64,41.542,31.039,29.1,14.508,0,33.581,26.653,12.323,8.212,24.216,16.114,23.931,22.512,19.795,0,27.913,13.706
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,2.234,17.329,118.31,7.695,5.189,4.29,0,2.209,1.409,3.043,0,17.489,8.9,0,1.166,14.815,47.536,8.521,1.152,50.994,0,0,19.87,1.485,7.627,76.987,3.196,1.405,8.139,0,8.338,0,0,0,17.984,6.288,3.233,16.916,4.658,0,11.782,84.645
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,37.961,28.842,30.053,20.078,67.344,19.171,0,44.965,20.696,34.084,0,25.18,32.19,1.101,23.006,30.21,19.197,39.836,43.579,33.763,0,0,38.875,45.834,28.74,59.529,37.149,43.587,20.319,0,40.566,24.464,14.519,12.703,32.529,18.126,39.687,34.006,28.945,0,31.702,25.219
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,7.938,7.123,5.852,17.635,15.236,3.164,0,18.216,3.6,10.255,0,8.815,12.873,0,5.296,4.737,5.88,10.119,10.369,15.061,0,0,8.627,9.684,7.588,17.088,13.638,14.872,7.793,0,13.631,8.765,4.882,3.212,15.532,3.624,19.74,5.894,8.111,0,7.531,4.374
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,1.142,1.13,0,1.108,0,0,2.256,0,0,0,0,0,0,0,0,0,1.029,0,0.95,0,0,2.063,1.238,0,1.383,1.773,1.01,1.726,0,1.357,0,0,0,0,0.935,0,1.096,0,0,0.97,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
