genome,M303425,M303435,M303404,M303394,M303426,M303430,M303436,M303401,M303415,M303434,M303437,M303402,M303399,M303440,M303406,M303398,M303429,M303414,M303439,M303409,M303423,M303427,M303431,M303416,M303421,M303405,M303433,M303411,M303428,M303424,M303412,M303417,M303441,M303403,M303395,M303420,M303400,M303419,M303408,M303397,M303410,M303422
D300242:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300242:bin_000002,18.126,8.828,0,10.356,0,0,0,0,0,12.732,4.426,6.294,40.08,22.069,0,10.242,6.542,8.583,2.869,2.522,0,0,4.352,0,16.221,0,20.497,9.157,1.862,6.442,9.877,0,8.769,0,37.267,0,7.541,0,1.427,18.465,9.125,0
D300242:bin_000003,8.696,5.238,0,8.932,0,0,0,0,0,6.843,1.451,1.098,23.951,48.578,0,5.412,0,5.463,0,0,0,0,0,0,2.587,0,2.403,3.235,2.617,16.933,9.892,0,3.163,0,31.401,0,2.658,0,0,4.443,8.327,0
D300242:bin_000023,3.633,0,0,1.71,0,0,0,0,0,0,0,0,2.202,3.407,0,1.476,0,1.526,0,0,0,0,2.117,0,0,0,2.253,2.242,0,0,0,0,2.088,0,4.933,0,0,0,0,0,0,0
D300242:bin_000025,1.851,1.91,0,1.295,0,0,0,0,0,0,0,0,4.548,3.545,0,3.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995,0,0,0,2.627,0,0,0,0,1.631,0,0
D300243:bin_000004,2.919,1.215,0,5.051,0,0,0,0,0,0,0,0,3.519,3.918,0,2.138,0,3.064,0,0,0,0,0,0,0,0,1.966,0,0,2.586,0,0,0,0,6.215,0,1.722,0,0,1.943,0,0
D300243:bin_000028,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0
D300243:bin_000041,11.452,9.197,0,12.244,0,0,3.16,0,0,3.633,18.987,2.703,34.236,28.538,0,7.601,1.908,11.063,2.696,0,0,0,1.395,0,3.503,0,4.629,3.353,1.722,4.56,4.151,0,14.486,0,16.639,0,9.753,0,0,8.47,1.624,6.974
D300243:bin_000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300244:bin_000018,2.343,1.872,0,1.55,0,0,0,0,0,0,1.482,0,6.56,4.435,0,1.159,0,2.409,0,0,0,0,0,0,0,0,2.307,0,0,2.783,1.852,0,0,0,3.111,0,1.227,0,0,1.778,0,0
D300244:bin_000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300244:bin_000028,0,4.392,0,0,0,0,0,0,0,0,0,0,3.287,3.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.711,0,0,0,0,1.386,0,0
D300245:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.407,0,0,0,0,0,0,0
D300245:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300245:bin_000018,0,0,0,1.231,0,0,0,0,0,0,3.541,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541,0,0,0,0,0,0,0
D300245:bin_000027,2.801,2.179,0,8.534,0,0,0,0,0,1.727,3.858,0,10.293,5.607,0,2.677,0,2.201,1.711,0,0,0,0,0,0,0,1.758,1.645,0,2.94,1.864,0,2.596,0,4.78,0,1.863,0,0,3.181,0,0
D300245:bin_000045,13.434,6.17,0,17.34,0,0,0,0,0,7.105,0,2.2,29.501,26.061,0,18.279,2.026,6.029,2.458,1.516,0,0,3.924,0,3.562,0,14.748,6.482,2.657,6.209,29.408,0,7.798,0,21.201,0,3.365,0,0,9.636,9.982,0
D300246:bin_000002,2.767,11.28,0,10.47,0,0,3.393,0,0,1.472,34.565,0,16.854,8.741,0,6.027,0,11.467,12.39,0,0,0,4.173,0,2.11,0,5.68,3.12,0,0,10.265,4.841,4.273,0,10.454,0,3.862,0,0,3.265,1.413,6.32
D300246:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300246:bin_000011,9.553,4.436,0,6.747,0,0,0,2.236,0,2.811,0,2.511,19.069,16.84,0,6.124,0,4.308,0,0,0,0,1.491,0,3.702,0,2.83,3.922,1.774,4.565,4.333,0,4.076,0,27.466,0,2.888,0,0,5.163,2.37,0
D300246:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300246:bin_000044,6.433,0,0,5.856,0,0,0,0,0,1.852,0,0,10.314,11.129,0,5.334,0,2.159,0,0,0,0,0,0,0,0,2.481,2.162,0,4.603,2.41,0,3.484,0,11.859,0,0,0,0,6.094,3.164,0
D300246:bin_000052,2.374,4.528,0,3.248,0,0,1.838,0,0,1.657,6.926,0,7.043,2.832,0,2.263,0,2.116,0,0,0,0,0,0,0,0,0,1.636,0,0,0,0,0,0,2.97,0,1.358,0,0,1.54,0,3.7
D300247:bin_000006,2.049,1.367,0,2.311,0,0,0,0,0,0,0,0,6.111,2.705,0,2.393,0,0,1.915,0,0,0,0,0,0,0,1.689,1.715,0,0,0,0,0,0,4.349,0,0,0,0,1.342,0,0
D300248:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300248:bin_000008,2.859,0,0,4.138,0,0,0,0,0,0,0,0,5.302,4.823,0,2.082,0,2.521,0,0,0,0,0,0,0,0,0,0,0,2.468,1.593,0,0,0,5.738,0,0,0,0,2.632,0,0
D300248:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300248:bin_000023,0,1.447,0,0,0,0,0,0,0,0,0,0,5.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882,0,0,0,0,4.76
D300248:bin_000024,20.909,12.578,0,21.771,0,0,0,0,0,16.066,2.47,6.966,29.042,32.609,0,20.23,3.009,9.121,3.084,3.345,0,0,2.649,0,11.451,0,20.206,10.673,3.231,7.239,11.713,1.639,17.318,0,44.681,0,6.171,0,3.601,27.053,12.895,0
D300249:bin_000005,20.729,11.332,0,28.105,0,0,1.372,0,0,8.122,11.368,6.448,54.213,26.519,0,20.125,4.183,22.078,2.773,2.03,0,0,2.527,0,5.685,0,16.68,11.319,3.419,17.925,15.894,6.621,14.87,0,52.019,1.844,8.599,1.541,0,19.945,9.241,4.023
D300249:bin_000046,1.747,0,0,0,0,0,0,0,0,0,0,0,3.071,0,0,0,0,0,0,0,0,0,1.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300250:bin_000024,5.259,4.093,0,1.391,0,0,0,0,0,0,3.562,0,12.472,7.862,0,1.123,1.429,0,0,0,0,0,0,0,0,0,2.946,2.922,0,1.887,2.001,2.415,0,0,5.489,0,1.768,0,0,5.002,1.564,0
D300251:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,1.637,1.466,0,0,0,0,0,0,0,0,0,0,0,0,1.694,0,0,0,0,0,0,0,1.958,0,0,0,0,0,0,0
D300251:bin_000040,1.814,0,0,1.896,0,0,0,0,0,2.077,0,0,4.949,3.025,0,2.109,0,0,0,0,0,0,0,0,0,0,0,1.399,0,1.633,2.393,0,1.494,0,4.489,0,0,0,0,0,0,0
D300252:bin_000001,15.519,7.402,0,19.372,0,0,0,0,0,14.238,5.616,2.754,49.029,19.924,0,9.463,3.148,9.77,2.811,2.613,0,0,3.438,0,3.207,0,11.095,6.852,10.267,6.567,15.681,2.83,6.32,0,39.016,0,3.713,0,0,19.564,9.528,2.212
