genome,M303845,M303856,M303842,M303840,M303853,M303830,M303833,M303839,M303848,M303869,M303832,M303852,M303854,M303851,M303838,M303835,M303847,M303829,M303846,M303850,M303834,M303866,M303827,M303844,M303858,M303871,M303841,M303828,M303831,M303865,M303863,M303872,M303870,M303862,M303857,M303849,M303868,M303860,M303861,M303867,M303836,M303859
D300242:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882,1.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300242:bin_000002,0,0,0,0,0,3.976,0,4.919,1.61,0,2.768,0,0,0,0,0,0,2.411,1.531,0,0,0,0,3.986,11.576,4.225,0,1.703,0,0,9.583,4.282,1.519,1.331,0,0,8.876,0,0,1.569,0,10.83
D300242:bin_000003,0,0,6.149,0,0,1.777,0,0,0,0,0,0,0,0,0,0,0,0,1.196,0,0,0,0,0,2.895,1.485,0,0,0,0,0,0,0,0,0,0,1.755,0,0,1.253,0,0
D300242:bin_000023,3.754,10.691,6.347,0,0,3.127,0,3.349,5.919,5.105,9.082,7.146,1.793,3.372,2.662,3.478,0,2.716,5.292,4.387,1.901,1.229,4.4,5.778,11.858,11.474,1.377,2.777,4.519,8.769,9.194,2.59,4.499,2.428,0,0,14.825,2.532,4.355,0,2.661,7.877
D300242:bin_000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300243:bin_000004,0,3.391,6.438,0,0,5.817,0,3.725,6.114,6.984,13.281,5.381,2.519,2.092,2.627,3.345,0,3.362,9.855,6.96,3.102,2.716,2.339,5.2,11.823,12.358,1.077,4.746,1.593,17.03,11.951,4.549,5.1,1.379,0,0,11.055,2.434,9.477,1.62,1.162,8.854
D300243:bin_000028,6.673,9.336,49.372,3.491,0,28.442,0,22.385,37.815,27.976,63.257,30.397,6.018,18.052,34.987,27.823,2.161,40.908,24.682,29.187,6.461,15.179,25.848,47.854,80.581,64.379,10.505,31.691,15.681,69.435,87.86,27.331,47.237,21.383,4.695,0,75.428,13.262,57.464,11.099,15.984,51.481
D300243:bin_000041,3.899,3.435,3.463,0,0,3.613,0,3.828,8.25,6.247,5.254,3.542,6.48,1.697,2.038,2.03,0,3.279,6.849,3.787,0,2.287,1.417,3.539,11.88,6.505,0,3.995,2.697,8.934,4.172,2.874,5.291,1.407,0,0,9.663,0,5.037,1.429,2.193,10.802
D300243:bin_000043,2.734,4.658,13.283,0,0,5.05,0,5.365,7.325,8.191,12.334,3.224,2.861,3.044,3.545,3.794,0,3.527,4.036,4.759,1.418,2.597,4.76,4.17,13.505,11.496,2.704,4.183,2.708,22.812,11.182,7.124,5.923,3.548,0,0,8.827,0,8.598,1.846,2.862,10.545
D300244:bin_000018,3.436,4.462,11.778,0,0,4.292,0,4.235,6.254,5.806,16.923,3.36,1.575,3.279,4.014,4.834,0,4.203,4.318,6.091,2.204,3.074,4.713,5.141,14.933,14.118,6.802,4.276,3.595,22.308,11.101,7.345,4.566,2.308,0,0,13.438,2.396,11.496,6.023,3.017,11.012
D300244:bin_000021,0,1.341,3.184,0,0,4.255,0,3.115,3.406,5.018,6.554,3.876,1.453,1.734,1.382,3.51,0,6.702,3.005,3.526,0,0,3.035,5.692,7.646,13.94,1.499,5.845,1.542,5.096,7.172,4.031,6.582,2.381,0,0,18.226,0,9.13,0,1.249,2.425
D300244:bin_000028,2.276,5.245,18.686,0,0,10.982,0,7.152,7.253,6.322,16.869,7.897,2.605,3.675,8.859,8.432,0,7.964,9.105,10.089,6.306,3.445,7.064,11.208,19.274,18.542,0,6.489,5.029,19.894,15.036,9.455,11.058,4.631,1.546,0,25.527,2.557,13.138,16.551,3.125,15.23
D300245:bin_000010,1.391,7.725,5.332,0,0,6.086,0,6.171,7.372,10.961,10.674,2.936,3.672,3.108,2.465,2.307,0,2.09,5.527,3.697,0,0,5.243,4.734,18.483,9.185,1.437,4.424,2.953,13.635,9.051,4.425,3.754,3.561,0,0,8.252,1.544,12.038,0,1.737,7.267
