genome,M302869,M302866,M302873,M302891,M302905,M302882,M302901,M302887,M302886,M302894,M302912,M302893,M302909,M302874,M302868,M302877,M302910,M302876,M302870,M302884,M302881,M302911,M302878,M302896,M302904,M302898,M302889,M302902,M302908,M302907,M302875,M302906,M302872,M302890,M302895,M302871,M302899,M302883,M302879,M302900,M302897,M302888
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,4.119,2.034,0,2.17,1.853,0,2.93,0,4.35,2.603,5.144,2.299,4.457,4.408,2.711,0,2.955,0,2.739,2.703,2.555,1.76,0,3.013,2.357,0,3.126,4.297,3.378,5.071,0,3.591,4.574,2.478,4.459,2.82,4.772,2.286,5.752,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,18.2,6.46,33.129,13.846,13.051,13.686,9.214,0,24.035,6.794,25.057,17.006,17.171,19.015,27.977,22.714,15.707,10.454,13.854,13.635,14.258,15.96,16.016,6.042,10.693,15.258,11.659,8.721,13.408,29.283,15.819,26.541,4.747,27.518,32.02,10.696,32.19,15.673,13.735,17.448,29.206,3.311
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,14.502,10.192,28.682,17.294,19.128,7.2,6.817,0,18.912,5.591,25.233,20.111,23.662,16.136,33.909,21.698,15.725,13.994,17.56,16.936,17.545,23.405,17.272,6.83,6.349,19.268,16.502,9.944,15.446,35.37,21.937,22.899,6.574,27.541,26.004,11.433,47.351,24.092,19.165,17.554,34.083,5.633
D300452:bin_000016,20.053,7.49,31.856,19.624,17.312,15.863,7.358,0,25.757,3.843,21.773,23.839,20.898,21.795,30.642,21.016,16.077,10.445,17.496,12.244,19.893,21.959,18.835,8.58,7.86,13.083,13.192,11.721,14.828,36.485,18.82,22.888,5.352,26.884,31.076,13.127,32.036,17.649,22.593,19.939,33.63,4.419
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,198.371,84.634,407.819,210.096,208.577,116.451,96.69,0,331.191,80.905,281.68,174.8,249.662,201.291,283.085,251.765,218.567,123.733,221.665,167.515,198.481,270.356,206.147,109.435,111.237,192.651,181.442,147.335,192.867,376.203,207.416,221.825,74.216,309.728,325.463,148.787,348.684,220.284,230.01,226.205,365.683,52.766
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,95.865,43.087,185.513,90.969,101.172,62.037,48.955,0,150.012,27.862,125.122,104.407,127.137,111.423,143.874,125.659,87.239,57.176,94.68,70.235,89.501,130.452,100.209,50.71,54.023,95.136,69.001,66.709,94.588,183.822,100.455,116.422,33.896,131.035,151.338,63.557,173.02,101.779,119.297,101.544,194.966,24.009
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,145.156,75.685,257.65,135.824,149.196,72.234,65.24,0,217.649,46.207,210.904,166.288,186.397,183.091,231.921,193.476,132.336,87.227,150.32,105.977,142.219,167.912,125.345,64.777,70.034,138.926,110.021,93.162,131.51,273.575,168.39,185.16,42.534,183.959,211.035,100.723,256.63,154.847,166.732,144.612,301.225,39.923
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0.858,0,0,0,0.889,0
