genome,M302342,M302373,M302365,M302362,M302380,M302378,M302372,M302370,M302364,M302383,M302350,M302381,M302367,M302375,M302340,M302384,M302347,M302343,M302357,M302358,M302368,M302379,M302351,M302366,M302344,M302360,M302356,M302385,M302341,M302355,M302361,M302377,M302374,M302346,M302338,M302353,M302371,M302345,M302348,M302352,M302363,M302354
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,2.196,0,0,0,1.611,0,0,0,0,0,0,0,0,5.668,0,0,1.584,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,2.037,0,0,1.609,0,0,1.285
D300430:bin_000010,2.113,6.011,5.21,16.938,0,2.24,1.345,5.164,5.896,3.654,0,1.558,0,2.01,2.616,4.846,4.969,0,2.558,2.023,2.424,3.192,3.014,3.642,0,3.755,0,4.831,4.118,8.594,4.135,2.568,2.277,0,1.884,7.503,2.29,0,9.38,4.095,4.757,7.239
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0.992,6.484,4.041,29.296,0,2.271,1.444,3.092,8.215,5.133,0,0,0,2.781,1.716,3.497,3.972,0,1.872,2.936,1.356,1.616,2.971,2.886,0,3.932,0,3.064,2.255,4.664,1.575,1.65,3.152,1.266,0,3.011,0.94,0,4.908,4.426,3.926,5.497
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,4.171,28.75,18.181,38.615,3.145,8.259,5.739,18.196,24.646,18.954,3.911,6.814,4.514,11.586,4.786,13.802,17.73,0,10.813,13.595,7.878,5.673,16.525,13.521,0,12.81,0,18.301,6.23,21.26,5.608,9.638,11.731,6.341,3.644,14.724,6.301,0,30.28,22.165,10.155,23.725
D300452:bin_000016,0,0,0,4.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.561
D300458:bin_000001,0,1.15,1.494,4.448,0,0,0,3.475,2.323,1.833,0,0,0,0,1.603,1.115,11.559,0,1.901,3.613,0,0,1.271,1.834,0,2.962,0,1.646,1.52,2.252,0,0,1.338,1.646,0,4.614,0,0,3.738,1.225,1.059,2.542
D300462:bin_000001,13.478,67.052,48.57,126.071,10.03,46.284,18.61,69.061,103.278,42.173,9.309,27.273,17.469,32.11,23.778,40.541,68.47,0,27.838,37.749,22.419,29.324,47.846,39.903,0,57.894,0,52.939,29.553,53.307,20.332,27.04,32.591,25.713,11.411,65.406,19.25,1.724,107.666,58.062,42.473,46.517
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,10.101,15.427,11.921,40.491,13.628,6.616,15.327,43.171,58.746,19.945,2.864,11.562,0,14.877,4.253,51.12,4.712,0,17.266,5.752,11.817,3.057,10.935,46.204,0,37.055,0,15.605,6.168,25.066,2.145,49.954,66.477,6.675,0,44.08,8.046,0,75.719,18.428,6.451,34.998
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,5.725,20.407,12.974,39.396,2.869,14.858,5.435,20.041,33.792,19.111,2.357,9.915,6.614,6.755,6.028,15.803,19.93,0,7.457,12.772,10.897,9.66,15.778,11.59,0,14.477,0,16.008,10.028,51.596,9.36,9.325,12.295,6.974,4.451,26.732,7.19,0,28.969,18.641,14.785,22.542
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,3.739,15.073,12.569,21.903,2.289,7.045,2.99,11.443,21.596,8.626,1.576,7.754,3.758,4.259,6.468,9.39,23.134,0,8.626,12.263,6.038,4.193,7.549,10.171,0,12.48,0,10.395,7.479,14.579,6.23,5.766,6.545,4.97,3.449,17.694,3.574,0,24.245,9.591,9.041,13.952
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,2.543,3.377,5.697,0,1.532,0,2.818,7.608,4.337,0,0,0,1.576,1.193,2.18,4.789,0,0,3.4,0,1.433,1.887,2.534,0,3.656,0,2.494,1.563,5.815,1.288,0,3.469,0,0,3.305,0,0,3.814,3.409,1.404,4.373
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300506:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
