genome,M302774,M302803,M302791,M302802,M302792,M302780,M302812,M302782,M302778,M302773,M302816,M302783,M302772,M302794,M302795,M302786,M302808,M302811,M302799,M302805,M302804,M302809,M302801,M302817,M302775,M302813,M302776,M302790,M302777,M302797,M302814,M302793,M302785,M302787,M302779,M302789,M302796,M302807,M302798,M302770,M302784,M302815
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,2.123,2.249,2.642,1.716,0,0,0,2.182,3.9,1.594,3.142,2.289,1.438,2.886,2.093,1.851,1.338,2.731,3.269,2.126,2.401,1.742,2.85,2.202,2.119,0,1.117,2.705,2.084,2.386,2.359,2.6,2.681,2.774,0,2.556,0,2.277,2.546,1.714,0,2.524
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,6.814,7.514,10.636,7.933,3.455,3.8,0,8.274,15.442,4.9,14.509,9.61,5.145,9.176,10.994,7.463,5.641,12.011,12.528,7.694,10.36,4.917,9.134,9.18,8.232,0,3.204,9.286,8.433,9.469,11.054,6.328,9.383,11.853,0,9.259,5.941,9.706,10.881,8.45,4.784,10.548
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,15.313,20.608,22.526,18.618,9.039,4.884,0,15.816,31.013,12.57,27.431,17.903,9.922,22.064,18.321,14.063,12.559,25.096,26.257,18.713,23.459,11.904,18.707,17.34,17.56,1.811,9.328,26.444,20.235,24.85,22.817,15.245,19.575,26.053,0,23.51,13.147,20.122,22.534,19.726,10.892,21.006
D300452:bin_000016,36.206,37.205,53.864,46.763,20.159,14.769,0,34.922,78.432,30.732,66.189,40.827,25.846,50.684,44.457,38.122,30.045,57.649,64.468,39.669,55.118,27.995,48.163,40.827,43.698,2.366,20.288,59.092,44.622,58.469,51.392,37.242,49.99,62.656,0,53.669,35.798,46.504,54.872,45.641,23.044,49.461
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,4.367,3.405,5.218,4.554,1.642,1.543,0,3.533,9.528,2.479,6.68,5.99,2.74,5.778,11.027,3.96,2.995,5.05,8.392,3.93,5.894,4.252,6.246,4.676,4.802,0,1.83,6.986,4.417,6.968,5.073,3.84,7.557,6.271,0,7.327,5.336,4.552,8.361,3.898,2.254,4.983
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,2.441,2.153,3.577,3.903,1.47,0,0,2.781,6.468,1.557,7.409,3.519,2.873,5.708,2.462,1.287,1.141,6.64,3.286,2.583,5.013,2.686,3.174,2.022,2.826,0,1.671,2.847,3.303,3.915,3.58,3.727,5.758,4.352,0,4.488,4.432,4.041,5.024,2.495,1.579,3.941
D300479:bin_000005,4.136,4.637,7.331,5.595,1.986,2.129,0,5.334,9.291,4.041,9.819,6.18,3.009,7.475,6.612,4.833,3.594,7.678,8.591,5.392,6.934,2.975,6.419,4.51,5.15,0,1.944,7.71,5.85,6.951,7.3,4.846,6.621,8.525,0,6.758,3.991,5.492,6.697,5.007,3.094,6.96
D300481:bin_000002,8.637,6.955,10.501,7.998,3.52,3.732,0,7.994,17.99,8.855,13.17,8.893,5.154,11.225,7.251,7.285,6.724,11.725,12.909,9.483,11.908,4.783,12.486,8.258,8.319,0,4.368,11.295,10.826,12.229,12.104,10.676,14.12,14.339,0,12.338,7.962,10.073,11.909,11.772,5.121,10.957
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,115.327,113.09,155.268,137.259,53.31,43.289,0,121.229,259.561,99.474,192.282,128.662,80.816,162.762,114.856,97.144,99.531,155.654,191.295,130.101,164.343,91.368,129.673,124.296,133.205,7.163,63.045,178.562,136.401,170.129,162.09,110.134,156.922,190.321,0,165.153,100.943,149.954,160.158,147.849,73.506,149.227
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,1.16,1.057,0,0,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
