genome,M304413,M304514,M304423,M304540,M304537,M304516,M304531,M304515,M304524,M304522,M304440,M304449,M304445,M304512,M304532,M304545,M304422,M304535,M304525,M304519,M304526,M304414,M304428,M304420,M304513,M304448,M304538,M304544,M304446,M304409,M304447,M304417,M304430,M304444,M304403,M304436,M304501,M304435,M304511,M304528,M304431,M304521,M304508,M304542,M304419,M304536,M304443,M304426,M304502,M304408,M304404,M304437,M304546,M304504,M304434,M304427,M304407,M304529,M304416,M304439,M304518,M304442,M304411,M304543,M304506,M304507,M304421,M304415,M304534,M304517,M304499,M304523,M304418,M304429,M304503,M304410,M304406,M304500,M304441,M304541,M304432,M304530,M304510,M304425
D300729:bin_000019,0,4.324,4.772,2.842,4.164,4.525,3.613,3.869,2.648,4.693,6.357,5.591,6.838,3.944,3.319,2.23,0,0,4.554,6.237,5.195,7.063,5.576,5.12,3.195,5.147,3.004,3.608,4.611,8.329,4.375,4.83,4.789,9.006,3.396,0,3.688,0,4.746,4.996,6.688,2.844,0,3.382,4.953,3.487,7.029,7.674,2.411,5.66,9.856,0,3.275,3.86,6.35,3.74,4.839,4.42,3.531,114.266,2.653,6.359,4.464,1.984,4.022,6.597,5.499,4.558,0,4.337,5.176,3.171,6.008,6.129,3.264,3.334,3.333,2.635,4.275,0,8.815,6.644,2.798,4.142
D300742:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189,0,1.235,0,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,0,0,1.194,0,0,0,0,0,0,0,1.328,0,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0,0.953,0,1.138,0,0,0.901,0,0,1.279,1.223,0,0,0,0,0,1.055,1.005,0,0
D300748:bin_000014,0,1.821,4.067,1.503,2.839,5.498,0.984,5.024,1.011,5.918,0,1.655,2.479,7.252,1.582,0.88,0,0,0,1.896,0.931,8.547,4.862,2.164,0,8.496,0,1.576,1.968,3.291,1.381,1.507,1.943,2.24,2.504,0,2.394,0,1.569,1.098,0,0.922,0,1.553,2.322,1.57,9.64,1.11,1.07,2.701,7.964,0,0.95,1.441,2.635,1.21,0,1.466,0,254.057,0,3.886,1.86,0.902,2.633,8.118,1.277,2.658,19.81,2.367,3.175,0.97,1.714,1.924,1.822,4.857,3.562,2.394,0,0,2.834,3.284,1.297,0
D300750:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300751:bin_000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300751:bin_000031,0,0,0,0,1.207,0.936,0,0.86,1.199,0,0,1.533,1.101,0,0,0,0,0,0,1.407,0,1.384,1.054,1.387,1.005,1.504,0,0,0.75,1.056,1.504,0,0,5.051,0,0,0.792,0,0.972,1.11,0,0.741,0,0,0,0,1.077,1.22,0,0,2.116,0,0,0,1.017,0,0,1.727,0,0,0,1.692,0,0,0,1.763,0,1.053,0,0,0.841,1.726,0,1.15,0,0,0,0,1.368,0,1.122,1.08,0.792,0
D300754:bin_000002,0,0,0,0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300754:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300755:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,1.082,0,0.638,0,0,0,0,0.806,0,1.674,0,0,0,0,0,0,0.815,0.857,0,1.162,0,1.132,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,1.024,0,0,0,0.99,0,0,0,0,35.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188,0,0,0
D300757:bin_000005,0,0,0,0,0,6.862,0,1.43,0,0,0,5.689,0,6.155,0,0,0,0,0,1.506,0,0,7.005,13.013,0,0,2.603,0,0,2.539,0,0,1.316,0,0,0,0,0,3.01,9.277,0,0,0,0,1.146,0,0,0,3.6,6.088,2.092,0,0,1.003,0,2.479,0,0,9.568,0,0,0,0,0,0,2.813,1.236,0,0,3.752,0,0,0,1.29,0,2.637,0,3.496,1.082,0,16.876,0,4.481,0
D300759:bin_000011,0,4.134,3.889,1.68,4.642,3.502,2.941,5.666,2.44,2.543,4.368,1.917,4.488,2.803,3.584,1.741,0,5.442,2.039,4.405,3.652,5.471,3.506,4.093,2.99,3.221,4,1.61,4.845,3.065,4.088,5.19,5.432,7.342,3.585,0,1.648,3.405,3.334,2.69,8.241,2.584,0,2.665,2.93,2.659,4.456,5.067,2.168,3.428,9.417,0,4.15,2.734,3.256,4.91,0,2.523,0,168.149,3.764,6.087,3.96,1.867,3.589,3.63,2.865,3.513,0,4.8,4,2.76,4.146,4.575,2.795,2.835,6.14,4.037,2.122,0,9.214,3.653,3.768,8.453
D300759:bin_000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300760:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300763:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300763:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300763:bin_000022,27.777,45.78,44.571,50.624,36.799,33.97,28.521,42.646,23.145,42.095,50.323,45.729,46.143,35.015,30.978,27.159,0,20.394,30.883,56.338,28.733,61.019,64.13,57.068,36.034,54.968,31.071,20.975,35.721,66.504,41.361,56.173,63.624,62.346,96.534,39.58,60.41,72.104,56.362,29.795,18.361,23.808,19.345,35.047,50.607,36.567,56.58,57.319,25.011,50.75,75.662,43.756,35.896,27.853,67.522,36.025,38.083,33.674,73.802,820.224,30.072,45.764,43.719,18.776,31.748,56.577,41.679,60.432,19.622,33.106,65.646,33.753,71.64,54.877,50.823,39.749,39.585,20.789,34.598,14.923,71.669,54.67,36.804,43.537
D300763:bin_000032,0,6.324,6.883,3.219,5.623,5.13,4.679,4.431,3.524,4.763,6.285,5.286,6.407,5.271,4.349,4.655,0,0,4.588,7.369,6.254,10.028,7.268,5.482,5.39,5.261,3.146,2.522,6.126,6.839,8.64,7.342,5.703,10.977,2.963,0,3.15,3.814,5.056,6.235,0,3.175,0,4.861,6.541,3.107,7.538,7.773,3.325,6.863,11.524,0,5.542,4.213,5.891,4.275,0,6.41,4.611,106.647,4.305,7.143,6.013,3.696,4.538,9.534,7.35,6.867,0,4.171,6.344,3.886,8.233,6.033,4.363,4.39,4.654,3.998,4.949,0,9.996,6.307,4.483,4.894
D300764:bin_000008,0,0,0,0,0,0,0,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,5.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0
D300764:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300766:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300766:bin_000009,8.168,11.696,7.282,6.489,14.311,8.313,11.153,16.765,8.932,8.233,10.65,10.704,12.968,5.616,11.449,6.171,0,11.074,7.338,14.209,14.565,12.134,8.623,11.131,6.109,8.08,17.07,7.138,15.82,8.582,33.479,10.797,12.022,25.244,11.662,33.549,8.614,22.215,7.861,10.355,0,5.278,0,11.21,8.863,8.002,13.765,14.735,7.403,23.467,16.842,0,12.814,8.448,14.709,11.701,5.414,11.831,8.896,404.386,12.14,30.221,7.408,5.283,9.043,10.881,9.963,10.51,0,13.732,16.177,9.538,17.79,12.223,9.449,6.041,11.383,9.809,7.753,24.553,21.588,12.881,10.048,17.575
MPB:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000005,0,1.457,1.436,0,0,1.619,0,0,1.125,0,0,1.474,1.716,0,0,0,0,0,0,1.72,0,2.651,0,1.858,0,0,0,0,0,2.224,3.089,1.645,1.934,3.073,0,0,0,0,0,1.401,0,0,0,2.155,1.432,1.203,1.522,1.775,1.275,0,3.384,0,4.058,0,2.462,0,0,2.808,0,0,0,1.58,1.351,0.978,0,1.719,1.26,1.283,0,1.437,1.63,1.258,0,1.696,0,0,1.57,1.606,1.698,0,1.626,3.34,1.107,0
MPB:bin_000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716,0,0,0,0,0
MPB:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000009,0,0,0,0,0,3.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,19.59,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000016,43.147,42.227,53.421,57.022,44.654,31.109,34.464,61.695,19.625,38.108,62.504,68.768,67.583,62.581,30.642,28.186,8.212,16.12,25.518,55.51,35.901,63.409,52.935,88.056,28.007,86.25,32.221,17.245,41.909,73.592,43.758,45.848,60.147,61.838,155.386,45.558,75.991,119.436,97.435,38.354,18.961,41.964,24.812,36.111,56.162,49.399,46.98,71.055,26.428,51.306,84.389,65.919,36.411,24.009,91.659,43.983,57.605,39.314,126.361,1507.767,26.102,53.734,50.463,26.334,31.264,65.311,39.684,61.711,0,28.499,55.576,45.146,62.276,45.693,49.35,49.927,44.313,24.03,37.602,9.33,77.134,61.634,41.655,32.897
MPB:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000041,0,3.159,2.539,0,1.891,2.712,0.963,1.726,1.281,0,0,1.262,2.721,1.919,2.414,0,0,0,0,0.973,2.398,2.224,2.523,0,1.396,1.834,1.236,0,1.28,1.381,1.224,3.009,1.548,1.995,0,0,0.837,0,5.745,0,0,1.038,0,0.685,1.263,1.481,1.086,8.728,1,0,1.569,0,0,0,2.086,1.875,0,0,0,0,0,0,2.897,0,1.746,1.952,4.954,1.314,0,0,1.835,1.611,1.168,0,0.922,0.848,0,1.828,2.244,0,1.638,1.292,0.794,0
MPB:bin_000042,18.139,27.623,26.537,13.288,34.564,39.247,25.32,40.743,21.841,18.358,25.417,27.47,49.821,28.508,43.658,10.417,0,43.75,36.929,33.661,33.869,48.263,40.631,36.653,29.347,40.356,33.346,7.098,32.575,39.83,32.095,43.327,27.892,40.311,7.026,27.689,15.167,13.873,41.798,22.651,43.822,16.19,17.462,24.018,34.337,22.804,32.179,112.174,15.925,35.253,61.13,14.8,28.904,11.881,43.104,29.578,21.293,18.513,13.495,927.336,26.797,32.699,41.634,15.74,34.746,32.849,51.034,24.836,0,25.812,29.523,29.514,42.033,31.073,28.013,20.902,23.558,26.025,26.092,29.612,52.618,25.67,15.785,23.594
MPB:bin_000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,0,0,0,0,0,0,0,0.842,0,0
MPB:bin_000049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0,0,1.095,0,0,0,0,0.966,0.892,0,0,0,0,0.832,0,0,1.052,0,0,0.896,0,0,0,0,0,0,0.809,0,0,0,1.073,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,1.118,0,0
MPB:bin_000050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
