genome,M302478,M302480,M302447,M302439,M302476,M302458,M302459,M302471,M302472,M302454,M302449,M302452,M302440,M302470,M302479,M302469,M302457,M302446,M302436,M302435,M302466,M302462,M302443,M302453,M302464,M302473,M302465,M302461,M302468,M302481,M302445,M302438,M302451,M302456,M302463,M302448,M302444,M302475,M302474,M302450,M302437,M302434
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,2.652,1.544,1.806,3.528,0,8.528,4.274,1.545,1.824,1.287,1.83,2.4,3.022,9.814,0,3.132,2.28,0,1.931,1.541,2.094,4.531,5.301,1.406,1.572,1.192,1.207,4.593,3.409,2.899,2.908,2.262,0,3.217,1.611,1.079,2.688,4.024,2.59,1.124,0,1.91
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,6.211,4.132,5.323,6.986,0,16.386,6.769,3.144,4.956,3.809,3.401,5.021,10.839,13.579,0,6.018,4.063,1.411,6.034,3.536,5.464,7.703,11.22,2.564,4.43,2.537,2.485,7.199,9.479,10.361,7.196,5.37,4.259,6.896,4.861,4.335,4.62,9.143,7.159,2.497,2.172,4.141
D300442:bin_000001,1.23,0,2.428,1.857,0,2.373,1.399,0,1.036,0,1.532,1.722,1.448,4.866,0,0,0,0.9,0,0,1.338,0.849,2.605,1.382,0,1.024,0,1.845,1.703,1.431,1.758,3.277,0,1.4,0,3.992,0.976,1.36,0,0.891,0.9,5.006
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,11.571,8.225,10.915,14.454,0,29.352,13.053,6.866,11.03,7.687,8.665,11.054,16.988,17.885,0,10.99,9.32,3.159,11.732,6.117,10.896,16.772,23.05,6.261,9.757,5.562,5.274,16.375,17.438,18.844,10.539,10.699,7.073,13.596,9.665,7.6,9.692,15.897,16.158,5.811,3.035,9.435
D300452:bin_000016,34.484,25.86,32.07,45.801,0,85.556,40.328,23.748,31.369,21.882,27.526,35.236,59.048,55.859,0,36.204,31.262,9.566,34.109,22.575,29.914,51.636,70.59,17.98,28.934,18.072,17.715,49.103,52.931,56.984,34.159,33.678,22.433,44.535,30.417,21.354,30.221,50.152,47.508,17.69,10.815,29.721
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,7.005,6.97,7.107,10.908,0,27.595,13.192,6.062,5.676,7.04,7.274,7.485,12.95,15.841,0,8.586,7.344,3.151,10.452,6.431,8.595,9.876,19.64,3.749,9.095,6.126,4.161,11.573,16.1,13.564,9.622,8.323,5.884,10.882,8.691,6.978,9.981,14.459,12.179,4.324,2.083,5.089
D300479:bin_000005,11.22,8.831,12.777,15.397,0,31.413,14.004,8.895,10.839,7.88,9.991,13.655,19.086,14.779,0,12.428,10.751,4.268,13.099,6.845,11.891,16.545,27.995,6.223,11.487,7.32,6.674,17.618,18.205,21.524,10.804,13.171,7.501,15.217,12.363,8.512,11.912,17.386,18.353,6.788,3.909,10.841
D300481:bin_000002,47.176,41.505,40.071,58.523,0,114.879,54.596,32.247,42.126,29.882,33.607,42.658,70.602,68.402,0,51.822,43.216,9.932,46.601,26.556,40.156,63.992,91.664,23.947,39.193,26.563,24.243,63.542,69.915,74.23,45.791,43.506,28.012,56.642,36.956,27.222,41.643,65.289,63.015,21.757,13.896,35.373
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,2.807,2.247,4.094,4.179,0,8.636,4.152,2.236,2.502,2.031,1.983,2.414,5.623,7.528,0,3.155,2.887,0,2.509,1.657,2.68,4.921,5.997,1.413,2.351,1.33,1.5,3.503,4.308,6.732,3.621,2.508,1.854,3.485,2.273,1.531,2.035,4.798,3.863,1.286,0,2.485
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
