genome,M302587,M302625,M302610,M302578,M302580,M302619,M302614,M302602,M302624,M302623,M302615,M302598,M302620,M302585,M302581,M302613,M302616,M302622,M302617,M302600,M302590,M302584,M302592,M302597,M302599,M302589,M302609,M302604,M302591,M302594,M302586,M302588,M302582,M302606,M302603,M302605,M302621,M302579,M302611,M302596,M302601,M302607
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,15.539,3.444,13.331,8.036,8.023,3.94,10.833,13.56,7.641,11.173,13.924,8.812,9.644,15.796,9.257,12.131,0,11.372,7.512,0.935,10.62,5.939,6.448,9.776,7.981,13.112,13.327,11.412,12.469,17.434,11.599,7.937,11.277,3.599,3.71,8.271,10.054,15.539,7.798,16.528,5.151,5.877
D300442:bin_000001,2.457,1.094,4.569,1.955,1.643,1.141,2.071,4.939,2.222,4.133,4.241,1.561,1.049,3.813,2.263,2.348,0,2.188,1.255,0,3.352,1.562,1.759,2.117,1.518,2.81,2.607,2.264,1.964,3.562,2.591,2.359,2.513,1.067,0,5.559,1.798,3.301,2.415,2.118,1.184,1.368
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,42.76,10.71,33.478,24.099,27.963,16.167,34.067,42.047,24.463,31.052,55.391,28.733,30.147,49.609,30.038,35.432,0,36.725,24.561,2.388,35.78,17.812,22.4,30.267,29.771,42.082,40.433,39.141,47.538,53.34,32.401,27.949,31.742,10.219,15.335,17.951,29.583,45.588,23.315,51.194,17.084,17.803
D300452:bin_000016,86.7,23.726,70.593,49.057,54.222,34.662,67.338,79.836,44.963,59.611,106.557,57.175,58.844,102.64,55.605,68.188,0,71.068,45.384,4.85,74.008,36.03,44.43,59.368,59.089,80.246,70.945,78.271,90.122,105.786,69.032,54.307,64.671,20.109,27.823,39.038,59.777,90.515,48.021,95.925,29.174,34.956
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,8.185,2.623,11.619,5.531,10.724,4.253,8.639,7.604,6.109,8.092,8.512,4.993,6.843,10.555,7.305,8.31,0,6.926,3.91,0.684,7.755,3.459,2.822,6.084,4.56,8.75,10.671,7.823,6.389,9.214,10.872,4.699,7.573,1.047,2.162,3.974,7.595,10.028,5.575,8.902,3.48,4.901
D300479:bin_000005,17.382,4.506,14.468,8.879,12.192,7.504,14.971,15.422,9.226,11.912,20.209,9.652,11.117,21.303,11.112,12.96,0,15.19,9.017,0.943,13.316,7.068,8.577,12.456,11.739,15.124,14.587,16.342,17.616,20.992,14.478,11.504,10.585,3.672,4.328,8.349,12.895,17.317,9.753,18.806,6.048,8.114
D300481:bin_000002,46.217,14.429,37.513,26.997,32.106,18.351,36.826,43.464,25.483,28.066,56.607,31.475,31.296,50.371,33.222,36.664,0,40.42,24.559,2.472,40.944,20.307,24.179,31.269,37.976,41.507,38.849,41.883,48.424,59.815,36.578,31.474,35.751,13.135,18.709,23.475,33.015,49.944,26.013,52.21,16.188,18.233
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,4.131,0,3.777,0,2.922,0,3.441,3.84,0,0,5.308,2.758,3.027,4.741,0,3.387,0,3.831,0,0,4.05,0,0,2.855,3.255,3.942,4.689,3.745,4.638,5.659,28.014,0,3.437,0,0,2.132,2.926,4.623,0,4.87,0,2.02
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
