genome,M302940,M302946,M302937,M302931,M302945,M302961,M302927,M302919,M302922,M302950,M302956,M302924,M302933,M302928,M302921,M302959,M302947,M302934,M302941,M302960,M302915,M302957,M302954,M302929,M302938,M302926,M302923,M302955,M302953,M302914,M302930,M302951,M302936,M302949,M302952,M302916,M302918,M302917,M302943,M302932,M302942,M302944
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,2.467,0,2.372,3.503,4.669,0,0,0,0,1.357,2.765,4.295,0,1.687,0,0,4.147,0,2.54,2.634,2.408,0,0,5.077,0,0,0,0,0,0,3.072,0,0,0,0,4.188,0,1.572,2.242,0,2.704,0
D300452:bin_000016,13.296,3.67,7.864,16.358,26.604,0,8.023,0,0,4.635,10.466,21.931,0,11.76,1.81,0,8.187,1.384,8.878,6.509,7.516,2.159,0,24.792,0,2.391,4.02,3.397,2.01,6.244,17.261,0,0,0,0,13.593,0,2.17,6.628,9.244,13.377,0
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,0,1.599,0,5.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447,2.479,1.406,0,2.079,0,0,0,0,0,1.581,0,0,0,0,0,1.834,0,0,0,0,0,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,0,0,0,0,0,1.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697,0
D300479:bin_000005,0,0,0,0,2.078,0,0,0,0,0,1.201,0,0,1.633,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.777,0,0,0,0,0,0
D300481:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,10.764,3.585,5.035,5.456,20.098,0,6.666,0,0,1.285,6.269,9.188,0,5.801,0,0,3.182,0,8.264,3.87,3.429,4.036,0,18.753,0,1.694,2.555,0,0,8.102,9.918,0,0,0,0,9.11,0,0,4.871,4.617,7.773,0
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,112.062,46.487,92.689,142.349,286.009,6.282,69.343,60.378,73.589,54.428,169.042,179.421,36.244,204.7,16.077,2.823,108.804,33.619,108.194,81.311,82.368,25.204,32.443,300.304,5.362,18.603,21.474,71.585,28.067,67.073,144.393,54.771,5.257,87.157,56.018,165.653,23.853,31.647,103.796,110.517,163.781,68.797
D300506:bin_000004,0,0,0,1.994,3.927,0,0,0,0,0,2.268,2.501,0,0,0,0,0,0,0,0,0,0,0,3.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.928,0,0,0
D300509:bin_000001,7.074,7.655,61.994,6.923,23.945,0,5.45,0,2.59,7.814,10.673,21.592,0,19.357,0,0,5.983,3.517,4.967,8.005,34.032,2.243,2.158,19.339,0,87.645,2.993,0,13.311,8.856,21.4,1.56,0,2.122,3.89,31.557,0,0,8.366,6.968,14.902,2.334
D300511:bin_000002,14.419,4.2,11.034,7.494,25.3,0,5.167,0,0,0,14,5.434,0,14.533,0,0,14.095,2.56,11.563,7.381,8.72,1.815,0,23.148,0,3.359,7.08,4.036,2.179,11.915,13.376,3.768,0,0,0,18.211,0,0,10.187,9.518,15.909,0
