genome,M302824,M302845,M302823,M302859,M302826,M302831,M302853,M302837,M302861,M302844,M302863,M302843,M302854,M302857,M302821,M302841,M302834,M302818,M302820,M302849,M302839,M302836,M302833,M302850,M302822,M302840,M302842,M302864,M302828,M302865,M302862,M302835,M302852,M302819,M302846,M302858,M302855,M302847,M302832,M302830,M302827,M302856
D300418:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300418:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300428:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300430:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300432:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300435:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300443:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300444:bin_000010,0,3.268,5.051,4.202,16.434,0,0,0,4.596,0,1.768,0,0,0,0,0,0,0,0,1.839,0,0,4.217,2.767,2.484,8.107,2.323,0,1.805,0,2.316,0,0,0,4.413,4.572,0,0,1.853,0,0,0
D300452:bin_000016,0,16.999,25.489,31.141,77.359,10.25,2.035,0,14.377,2.519,11.084,0,0,0,0,6.9,3.722,6.545,0,8.233,0,10.012,23.941,10.23,12.972,46.843,14.329,0,7.872,7.317,9.979,9.795,0,0,17.036,13.612,0,3.37,6.235,4.229,11.469,0
D300458:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300462:bin_000001,0,0,0,0,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300472:bin_000003,0,3.398,3.432,13.275,21.258,0,0,0,0,0,6.624,0,0,0,0,0,0,2.973,0,0,0,2.543,4.542,7.665,0,13.681,2.434,0,0,2.098,0,1.67,0,0,4.638,3.713,0,2.245,0,0,2.542,0
D300474:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300475:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000001,0,0,0,0,3.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912,6.406,0,2.477,0,0,0,0,1.807,0,0,0,0,0,0,0,0,0,0,0
D300479:bin_000005,0,0,2.571,2.576,2.263,1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300481:bin_000002,0,0,0,0,1.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300482:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300491:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300492:bin_000003,0,10.302,19.39,9.394,54.816,3.875,0,0,11.923,2.058,12.93,0,0,0,0,7.408,4.555,8.341,0,6.493,0,11.341,15.894,12.177,8.132,36.389,5.628,0,3.796,5.197,8.207,3.211,0,0,15.259,15.38,0,4.675,4.941,1.639,6.475,0
D300493:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300499:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300500:bin_000011,0,193.179,288.768,371.089,860.667,96.387,20.596,1.993,162.666,27.761,123.762,7.428,14.575,1.69,9.077,69.571,35.979,68.783,1.942,102.414,0,149.24,250.911,136.78,132.503,489.931,157.728,6.15,90.461,86.872,87.514,126.316,2.011,0,200.513,139.794,0,42.761,88.947,31.935,127.237,2.211
D300506:bin_000004,0,0,0,3.689,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,5.804,3.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300509:bin_000001,0,14.435,22.977,13.905,66.502,3.865,0,0,16.96,0,14.835,0,2.674,0,0,16.589,12.832,8.966,0,6.465,0,6.776,18.352,12.992,20.128,29.921,9.041,0,6.548,5.959,6.659,6.062,0,0,12.51,7.594,0,5.855,6.2,2.928,12.255,0
D300511:bin_000002,0,9.12,31.226,18.413,39.177,7.39,0,0,18.669,0,20.243,0,0,0,0,7.354,1.939,11.28,0,10.619,0,16.875,28.059,23.469,19.815,52.281,10.75,0,8.898,7.705,9.943,7.124,0,0,17.455,16.443,0,4.929,7.281,2.647,13.11,0
